ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
5380,MHN Walker (AUS),N,1975-1975,4,3,0,33,18,11,59,55.93,0,0,0
5381,MHN Walker (AUS),T,1974-1981,17,11,3,79,20,9.87,170,46.47,0,0,1
5382,MHW Papps (NZ),H,2004-2005,6,6,2,207,92*,51.75,342,60.52,0,2,0
5383,MHW Papps (NZ),T,2004-2005,6,6,2,207,92*,51.75,342,60.52,0,2,0
5384,MI Black (WI),A,2001-2001,3,1,0,4,4,4,8,50,0,0,0
5385,MI Black (WI),N,2001-2001,2,1,0,0,0,0,6,0,0,0,1
5386,MI Black (WI),T,2001-2001,5,2,0,4,4,2,14,28.57,0,0,1
5387,Minhajul Abedin (BAN),H,1988-1988,3,3,0,43,22,14.33,133,32.33,0,0,0
5388,Minhajul Abedin (BAN),A,1986-1999,8,8,1,138,68*,19.71,278,49.64,0,1,1
5389,Minhajul Abedin (BAN),N,1986-1999,16,15,1,272,53*,19.42,498,54.61,0,1,2
5390,Minhajul Abedin (BAN),T,1986-1999,27,26,2,453,68*,18.87,909,49.83,0,2,3
5391,Mirwais Ashraf (AFG),A,2009-2016,27,24,9,258,52*,17.2,303,85.14,0,1,1
5392,Mirwais Ashraf (AFG),N,2012-2016,19,14,2,129,28,10.75,240,53.75,0,0,2
5393,Mirwais Ashraf (AFG),T,2009-2016,46,38,11,387,52*,14.33,543,71.27,0,1,3
5394,Misbah-ul-Haq (PAK),H,2002-2009,27,22,5,585,76,34.41,647,90.41,0,3,1
5395,Misbah-ul-Haq (PAK),A,2002-2015,69,67,17,2432,93*,48.64,3370,72.16,0,21,2
5396,Misbah-ul-Haq (PAK),N,2002-2015,66,60,9,2105,96*,41.27,2928,71.89,0,18,3
5397,Misbah-ul-Haq (PAK),T,2002-2015,162,149,31,5122,96*,43.4,6945,73.75,0,42,6
5398,MJ Bennett (AUS),H,1985-1985,5,2,1,9,6*,9,19,47.36,0,0,0
5399,MJ Bennett (AUS),A,1984-1984,1,-,-,-,-,-,-,-,-,-,-
5400,MJ Bennett (AUS),N,1985-1985,2,2,0,0,0,0,2,0,0,0,2
5401,MJ Bennett (AUS),T,1984-1985,8,4,1,9,6*,3,21,42.85,0,0,2
5402,MJ Clarke (AUS),H,2003-2015,107,101,14,3358,117,38.59,4204,79.87,2,23,4
5403,MJ Clarke (AUS),A,2003-2015,97,87,20,3048,130,45.49,3983,76.52,5,21,6
5404,MJ Clarke (AUS),N,2003-2012,41,35,10,1575,100*,63,1917,82.15,1,14,0
5405,MJ Clarke (AUS),T,2003-2015,245,223,44,7981,130,44.58,10104,78.98,8,58,10
5406,MJ Cosgrove (AUS),A,2006-2006,1,1,0,74,74,74,69,107.24,0,1,0
5407,MJ Cosgrove (AUS),N,2006-2006,2,2,0,38,34,19,47,80.85,0,0,0
5408,MJ Cosgrove (AUS),T,2006-2006,3,3,0,112,74,37.33,116,96.55,0,1,0
5409,MJ Di Venuto (AUS),H,1997-1997,4,4,0,91,77,22.75,102,89.21,0,1,0
5410,MJ Di Venuto (AUS),A,1997-1997,5,5,0,150,89,30,179,83.79,0,1,0
5411,MJ Di Venuto (AUS),T,1997-1997,9,9,0,241,89,26.77,281,85.76,0,2,0
5412,MJ Fourie (IRE),H,2007-2008,6,4,2,23,14*,11.5,20,115,0,0,0
5413,MJ Fourie (IRE),A,2008-2008,1,1,1,19,19*,-,31,61.29,0,0,0
5414,MJ Fourie (IRE),T,2007-2008,7,5,3,42,19*,21,51,82.35,0,0,0
5415,MJ Greatbatch (NZ),H,1988-1995,45,45,3,1101,76,26.21,1595,69.02,0,8,5
5416,MJ Greatbatch (NZ),A,1988-1996,23,22,2,729,111,36.45,890,81.91,2,4,1
5417,MJ Greatbatch (NZ),N,1988-1996,16,16,0,376,52,23.5,614,61.23,0,1,1
5418,MJ Greatbatch (NZ),T,1988-1996,84,83,5,2206,111,28.28,3099,71.18,2,13,7
5419,MJ Guptill (NZ),H,2009-2022,102,99,11,4285,237*,48.69,4651,92.13,11,22,5
5420,MJ Guptill (NZ),A,2009-2022,64,64,5,2232,189*,37.83,2706,82.48,7,10,8
5421,MJ Guptill (NZ),N,2009-2019,32,32,3,829,86*,28.58,1058,78.35,0,7,3
5422,MJ Guptill (NZ),T,2009-2022,198,195,19,7346,237*,41.73,8415,87.29,18,39,16
5423,MJ Haslam (NZ),A,1992-1992,1,1,0,9,9,9,18,50,0,0,0
5424,MJ Haslam (NZ),T,1992-1992,1,1,0,9,9,9,18,50,0,0,0
5425,MJ Henry (NZ),H,2014-2023,35,8,5,96,48*,32,75,128,0,0,2
5426,MJ Henry (NZ),A,2015-2023,24,16,3,124,39*,9.53,149,83.22,0,0,3
5427,MJ Henry (NZ),N,2014-2019,13,5,1,13,6,3.25,27,48.14,0,0,0
5428,MJ Henry (NZ),T,2014-2023,72,29,9,233,48*,11.65,251,92.82,0,0,5
5429,MJ Hoggard (ENG),H,2002-2002,4,-,-,-,-,-,-,-,-,-,-
5430,MJ Hoggard (ENG),A,2001-2006,20,6,2,17,7,4.25,30,56.66,0,0,1
5431,MJ Hoggard (ENG),N,2002-2002,2,-,-,-,-,-,-,-,-,-,-
5432,MJ Hoggard (ENG),T,2001-2006,26,6,2,17,7,4.25,30,56.66,0,0,1
5433,MJ Horne (NZ),H,1997-1999,17,15,0,262,61,17.46,371,70.61,0,2,1
5434,MJ Horne (NZ),A,1997-2002,12,12,0,278,62,23.16,411,67.63,0,2,0
5435,MJ Horne (NZ),N,1997-2002,21,21,0,440,74,20.95,733,60.02,0,1,2
5436,MJ Horne (NZ),T,1997-2002,50,48,0,980,74,20.41,1515,64.68,0,5,3
5437,MJ Humphreys (IRE),A,2023-2023,2,1,1,4,4*,-,7,57.14,0,0,0
5438,MJ Humphreys (IRE),T,2023-2023,2,1,1,4,4*,-,7,57.14,0,0,0
5439,MJ Lumb (ENG),A,2014-2014,3,3,0,165,106,55,203,81.28,1,0,0
5440,MJ Lumb (ENG),T,2014-2014,3,3,0,165,106,55,203,81.28,1,0,0
5441,MJ Mason (NZ),H,2004-2010,13,3,2,7,4*,7,20,35,0,0,0
5442,MJ Mason (NZ),A,2003-2008,8,3,2,17,13*,17,20,85,0,0,0
5443,MJ Mason (NZ),N,2007-2008,5,1,0,0,0,0,5,0,0,0,1
5444,MJ Mason (NZ),T,2003-2010,26,7,4,24,13*,8,45,53.33,0,0,1
5445,MJ McClenaghan (NZ),H,2013-2016,23,6,5,76,34*,76,89,85.39,0,0,0
5446,MJ McClenaghan (NZ),A,2013-2015,19,6,3,25,16,8.33,37,67.56,0,0,0
5447,MJ McClenaghan (NZ),N,2013-2014,6,2,2,7,6*,-,12,58.33,0,0,0
5448,MJ McClenaghan (NZ),T,2013-2016,48,14,10,108,34*,27,138,78.26,0,0,0
5449,MJ North (AUS),N,2009-2009,2,2,0,6,5,3,19,31.57,0,0,0
5450,MJ North (AUS),T,2009-2009,2,2,0,6,5,3,19,31.57,0,0,0
5451,MJ Petrie (SCOT),H,2009-2009,4,2,0,3,3,1.5,18,16.66,0,0,1
5452,MJ Petrie (SCOT),T,2009-2009,4,2,0,3,3,1.5,18,16.66,0,0,1
5453,MJ Potts (ENG),H,2022-2022,1,1,1,3,3*,-,4,75,0,0,0
5454,MJ Potts (ENG),T,2022-2022,1,1,1,3,3*,-,4,75,0,0,0
5455,MJ Prior (ENG),H,2007-2009,24,23,1,559,87,25.4,710,78.73,0,2,3
5456,MJ Prior (ENG),A,2004-2011,39,35,7,658,67,23.5,888,74.09,0,1,2
5457,MJ Prior (ENG),N,2009-2011,5,4,1,65,28*,21.66,72,90.27,0,0,0
5458,MJ Prior (ENG),T,2004-2011,68,62,9,1282,87,24.18,1670,76.76,0,3,5
5459,MJ Santner (NZ),H,2015-2022,44,26,11,601,67,40.06,675,89.03,0,2,0
5460,MJ Santner (NZ),A,2015-2023,37,34,9,565,57,22.6,627,90.11,0,1,2
5461,MJ Santner (NZ),N,2017-2019,12,10,6,82,17*,20.5,94,87.23,0,0,1
5462,MJ Santner (NZ),T,2015-2023,93,70,26,1248,67,28.36,1396,89.39,0,3,3
5463,MJ Slater (AUS),H,1993-1996,13,13,0,222,73,17.07,358,62.01,0,2,1
5464,MJ Slater (AUS),A,1994-1997,19,19,0,452,68,23.78,756,59.78,0,4,1
5465,MJ Slater (AUS),N,1994-1996,10,10,1,313,54,34.77,520,60.19,0,3,1
5466,MJ Slater (AUS),T,1993-1997,42,42,1,987,73,24.07,1634,60.4,0,9,3
5467,MJ Smith (ENG),H,1973-1974,5,5,0,70,31,14,159,44.02,0,0,1
5468,MJ Smith (ENG),T,1973-1974,5,5,0,70,31,14,159,44.02,0,0,1
5469,MJ Smith (SCOT),H,1999-1999,2,2,0,2,1,1,27,7.4,0,0,0
5470,MJ Smith (SCOT),N,1999-1999,3,3,0,17,13,5.66,58,29.31,0,0,0
5471,MJ Smith (SCOT),T,1999-1999,5,5,0,19,13,3.8,85,22.35,0,0,0
5472,MJ Swepson (AUS),A,2022-2022,3,1,0,2,2,2,2,100,0,0,0
5473,MJ Swepson (AUS),T,2022-2022,3,1,0,2,2,2,2,100,0,0,0
5474,MJD Allingham (SCOT),H,1999-1999,1,1,0,2,2,2,25,8,0,0,0
5475,MJD Allingham (SCOT),N,1999-1999,2,2,0,9,6,4.5,71,12.67,0,0,0
5476,MJD Allingham (SCOT),T,1999-1999,3,3,0,11,6,3.66,96,11.45,0,0,0
5477,MJG Rippon (NED),H,2013-2018,4,4,1,71,51,23.66,112,63.39,0,1,0
5478,MJG Rippon (NED),A,2022-2022,3,3,0,109,67,36.33,142,76.76,0,1,0
5479,MJG Rippon (NED),N,2014-2014,2,-,-,-,-,-,-,-,-,-,-
5480,MJG Rippon (NED),T,2013-2022,9,7,1,180,67,30,254,70.86,0,2,0
5481,MJR Rindel (SA),H,1994-1999,16,16,1,435,106,29,654,66.51,1,2,1
5482,MJR Rindel (SA),A,1998-1998,1,1,0,10,10,10,12,83.33,0,0,0
5483,MJR Rindel (SA),N,1995-1998,5,5,0,130,49,26,194,67.01,0,0,0
5484,MJR Rindel (SA),T,1994-1999,22,22,1,575,106,27.38,860,66.86,1,2,1
5485,MK Pandey (IND),H,2016-2020,15,13,4,171,36*,19,204,83.82,0,0,2
5486,MK Pandey (IND),A,2015-2021,13,10,3,387,104*,55.28,406,95.32,1,2,0
5487,MK Pandey (IND),N,2018-2018,1,1,0,8,8,8,15,53.33,0,0,0
5488,MK Pandey (IND),T,2015-2021,29,24,7,566,104*,33.29,625,90.56,1,2,2
5489,MK Tiwary (IND),H,2011-2011,2,2,1,128,104*,128,156,82.05,1,0,0
5490,MK Tiwary (IND),A,2008-2015,10,10,0,159,65,15.9,247,64.37,0,1,0
5491,MK Tiwary (IND),T,2008-2015,12,12,1,287,104*,26.09,403,71.21,1,1,0
5492,MKDI Amerasinghe (SL),A,2008-2008,4,2,2,5,5*,-,6,83.33,0,0,0
5493,MKDI Amerasinghe (SL),N,2007-2008,4,2,2,1,1*,-,3,33.33,0,0,0
5494,MKDI Amerasinghe (SL),T,2007-2008,8,4,4,6,5*,-,9,66.66,0,0,0
5495,MKGCP Lakshitha (SL),H,2002-2002,2,-,-,-,-,-,-,-,-,-,-
5496,MKGCP Lakshitha (SL),A,2002-2003,3,1,1,3,3*,-,6,50,0,0,0
5497,MKGCP Lakshitha (SL),N,2002-2003,2,1,0,4,4,4,6,66.66,0,0,0
5498,MKGCP Lakshitha (SL),T,2002-2003,7,2,1,7,4,7,12,58.33,0,0,0
5499,ML Cummins (WI),H,2014-2017,6,2,0,6,5,3,22,27.27,0,0,0
5500,ML Cummins (WI),A,2016-2017,5,1,1,4,4*,-,5,80,0,0,0
5501,ML Cummins (WI),T,2014-2017,11,3,1,10,5,5,27,37.03,0,0,0
5502,ML Hayden (AUS),H,1993-2008,58,56,5,1994,126,39.09,2706,73.68,3,12,2
5503,ML Hayden (AUS),A,1993-2007,61,59,3,2415,181*,43.12,3028,79.75,4,14,6
5504,ML Hayden (AUS/ICC),N,1994-2007,42,40,7,1724,146,52.24,2033,84.8,3,10,1
5505,ML Hayden (AUS/ICC),T,1993-2008,161,155,15,6133,181*,43.8,7767,78.96,10,36,9
5506,ML Lewis (AUS),H,2006-2006,2,-,-,-,-,-,-,-,-,-,-
5507,ML Lewis (AUS),A,2005-2006,5,1,1,4,4*,-,4,100,0,0,0
5508,ML Lewis (AUS),T,2005-2006,7,1,1,4,4*,-,4,100,0,0,0
5509,ML Nkala (ZIM),H,1998-2004,19,13,4,129,47,14.33,219,58.9,0,0,2
5510,ML Nkala (ZIM),A,2000-2006,19,14,1,170,36,13.07,240,70.83,0,0,1
5511,ML Nkala (ZIM),N,2000-2004,12,8,0,25,9,3.12,67,37.31,0,0,2
5512,ML Nkala (ZIM),T,1998-2006,50,35,5,324,47,10.8,526,61.59,0,0,5
5513,ML Patel (KENYA),H,2006-2006,2,2,0,40,25,20,94,42.55,0,0,0
5514,ML Patel (KENYA),N,2004-2004,1,1,0,0,0,0,1,0,0,0,1
5515,ML Patel (KENYA),T,2004-2006,3,3,0,40,25,13.33,95,42.1,0,0,1
5516,ML Su'a (NZ),H,1992-1995,4,2,2,16,12*,-,17,94.11,0,0,0
5517,ML Su'a (NZ),A,1992-1994,5,3,0,3,1,1,16,18.75,0,0,0
5518,ML Su'a (NZ),N,1994-1994,3,2,0,5,3,2.5,23,21.73,0,0,0
5519,ML Su'a (NZ),T,1992-1995,12,7,2,24,12*,4.8,56,42.85,0,0,0
5520,ML Udawatte (SL),H,2008-2008,1,1,0,43,43,43,55,78.18,0,0,0
5521,ML Udawatte (SL),A,2008-2008,7,7,0,147,73,21,254,57.87,0,1,1
5522,ML Udawatte (SL),N,2008-2008,1,1,0,67,67,67,74,90.54,0,1,0
5523,ML Udawatte (SL),T,2008-2008,9,9,0,257,73,28.55,383,67.1,0,2,1
5524,MLC Foster (WI),A,1973-1973,2,1,0,25,25,25,62,40.32,0,0,0
5525,MLC Foster (WI),T,1973-1973,2,1,0,25,25,25,62,40.32,0,0,0
5526,MM Ali (ENG),H,2014-2022,55,40,7,835,102,25.3,820,101.82,1,2,3
5527,MM Ali (ENG),A,2014-2023,65,55,6,1177,119,24.02,1185,99.32,1,4,3
5528,MM Ali (ENG),N,2015-2015,9,8,2,200,128,33.33,219,91.32,1,0,0
5529,MM Ali (ENG),T,2014-2023,129,103,15,2212,128,25.13,2224,99.46,3,6,6
5530,MM Iqbal (SCOT),H,2010-2013,3,3,1,24,10,12,72,33.33,0,0,0
5531,MM Iqbal (SCOT),A,2010-2010,1,1,0,63,63,63,92,68.47,0,1,0
5532,MM Iqbal (SCOT),N,2009-2014,9,8,3,105,36,21,196,53.57,0,0,2
5533,MM Iqbal (SCOT),T,2009-2014,13,12,4,192,63,24,360,53.33,0,1,2
5534,MM Patel (IND),H,2006-2011,25,10,7,5,2*,1.66,13,38.46,0,0,2
5535,MM Patel (IND),A,2006-2011,35,12,8,34,15,8.5,53,64.15,0,0,2
5536,MM Patel (IND),N,2006-2010,10,5,1,35,15,8.75,46,76.08,0,0,0
5537,MM Patel (IND),T,2006-2011,70,27,16,74,15,6.72,112,66.07,0,0,4
5538,MM Sharma (IND),H,2013-2015,7,3,2,8,8,8,12,66.66,0,0,0
5539,MM Sharma (IND),A,2013-2015,11,5,2,16,11,5.33,48,33.33,0,0,1
5540,MM Sharma (IND),N,2015-2015,8,1,1,7,7*,-,6,116.66,0,0,0
5541,MM Sharma (IND),T,2013-2015,26,9,5,31,11,7.75,66,46.96,0,0,1
5542,MMA Jonkman (NED),H,2007-2007,1,-,-,-,-,-,-,-,-,-,-
5543,MMA Jonkman (NED),A,2010-2010,2,2,0,20,13,10,51,39.21,0,0,0
5544,MMA Jonkman (NED),N,2009-2009,1,-,-,-,-,-,-,-,-,-,-
5545,MMA Jonkman (NED),T,2007-2010,4,2,0,20,13,10,51,39.21,0,0,0
5546,MMC Schewe (NED),A,1996-1996,1,-,-,-,-,-,-,-,-,-,-
5547,MMC Schewe (NED),N,1996-1996,4,4,1,49,20,16.33,68,72.05,0,0,0
5548,MMC Schewe (NED),T,1996-1996,5,4,1,49,20,16.33,68,72.05,0,0,0
5549,MN Hart (NZ),H,1994-1994,4,2,0,16,10,8,26,61.53,0,0,0
5550,MN Hart (NZ),A,1994-2002,6,4,0,41,16,10.25,66,62.12,0,0,1
5551,MN Hart (NZ),N,1994-1994,3,2,0,4,2,2,9,44.44,0,0,0
5552,MN Hart (NZ),T,1994-2002,13,8,0,61,16,7.62,101,60.39,0,0,1
5553,MN Nawaz (SL),H,1998-1998,1,1,0,5,5,5,23,21.73,0,0,0
5554,MN Nawaz (SL),A,2002-2002,1,1,1,15,15*,-,22,68.18,0,0,0
5555,MN Nawaz (SL),N,2002-2002,1,1,0,11,11,11,26,42.3,0,0,0
5556,MN Nawaz (SL),T,1998-2002,3,3,1,31,15*,15.5,71,43.66,0,0,0
5557,MN Samuels (WI),H,2001-2016,74,70,12,1796,125,30.96,2532,70.93,3,8,6
5558,MN Samuels (WI),A,2001-2018,94,92,9,3020,126*,36.38,3762,80.27,6,19,3
5559,MN Samuels (WI),N,2000-2018,39,34,5,790,133*,27.24,1169,67.57,1,3,2
5560,MN Samuels (WI),T,2000-2018,207,196,26,5606,133*,32.97,7463,75.11,10,30,11
5561,MN van Wyk (SA),H,2007-2015,7,7,0,165,58,23.57,239,69.03,0,2,1
5562,MN van Wyk (SA),A,2003-2011,4,4,0,79,52,19.75,114,69.29,0,1,0
5563,MN van Wyk (SA),N,2007-2011,6,6,1,181,82,36.2,264,68.56,0,1,1
5564,MN van Wyk (SA),T,2003-2015,17,17,1,425,82,26.56,617,68.88,0,4,2
5565,MN Waller (ZIM),H,2009-2018,41,35,4,604,99*,19.48,822,73.47,0,2,2
5566,MN Waller (ZIM),A,2009-2018,27,26,1,561,92,22.44,678,82.74,0,3,3
5567,MN Waller (ZIM),N,2015-2018,11,11,1,94,29,9.4,139,67.62,0,0,5
5568,MN Waller (ZIM),T,2009-2018,79,72,6,1259,99*,19.07,1639,76.81,0,5,10
5569,MNK Fernando (SL),A,2023-2023,4,4,0,75,50,18.75,105,71.42,0,1,0
5570,MNK Fernando (SL),T,2023-2023,4,4,0,75,50,18.75,105,71.42,0,1,0
5571,MO Jones (BMUDA),A,2006-2007,7,7,1,99,27,16.5,120,82.5,0,0,0
5572,MO Jones (BMUDA),N,2007-2007,5,5,1,14,7*,3.5,29,48.27,0,0,1
5573,MO Jones (BMUDA),T,2006-2007,12,12,2,113,27,11.3,149,75.83,0,0,1
5574,MO Odumbe (KENYA),H,1996-2003,21,20,1,349,67,18.36,508,68.7,0,3,2
5575,MO Odumbe (KENYA),A,1996-2003,14,14,1,410,83,31.53,607,67.54,0,3,2
5576,MO Odumbe (KENYA),N,1996-2003,26,25,3,650,82,29.54,899,72.3,0,5,2
5577,MO Odumbe (KENYA),T,1996-2003,61,59,5,1409,83,26.09,2014,69.96,0,11,6
5578,Mohammad Aadil Alam (NEPAL),A,2022-2022,3,3,1,40,36,20,34,117.64,0,0,0
5579,Mohammad Aadil Alam (NEPAL),N,2022-2022,3,2,0,30,20,15,43,69.76,0,0,0
5580,Mohammad Aadil Alam (NEPAL),T,2022-2022,6,5,1,70,36,17.5,77,90.9,0,0,0
5581,Mohammad Abbas (PAK),N,2019-2019,3,-,-,-,-,-,-,-,-,-,-
5582,Mohammad Abbas (PAK),T,2019-2019,3,-,-,-,-,-,-,-,-,-,-
5583,Mohammad Akram (PAK),H,1995-1998,4,2,2,0,0*,-,1,0,0,0,0
5584,Mohammad Akram (PAK),A,2000-2000,2,1,1,1,1*,-,1,100,0,0,0
5585,Mohammad Akram (PAK),N,1995-2000,17,6,4,13,7*,6.5,32,40.62,0,0,1
5586,Mohammad Akram (PAK),T,1995-2000,23,9,7,14,7*,7,34,41.17,0,0,1
5587,Mohammad Amir (PAK),H,2019-2019,2,-,-,-,-,-,-,-,-,-,-
5588,Mohammad Amir (PAK),A,2009-2019,35,17,4,187,58,14.38,216,86.57,0,1,2
5589,Mohammad Amir (PAK),N,2009-2019,24,13,6,176,73*,25.14,228,77.19,0,1,3
5590,Mohammad Amir (PAK),T,2009-2019,61,30,10,363,73*,18.15,444,81.75,0,2,5
5591,Mohammad Ashraful (Asia/BAN),N,2002-2010,33,31,4,766,109,28.37,1002,76.44,2,4,3
5592,Mohammad Ashraful (Asia/BAN),T,2001-2013,177,169,13,3468,109,22.23,4947,70.1,3,20,14
5593,Mohammad Ashraful (BAN),H,2001-2011,70,66,6,1331,75,22.18,2044,65.11,0,8,3
5594,Mohammad Ashraful (BAN),A,2001-2013,74,72,3,1371,103*,19.86,1901,72.11,1,8,8
5595,Mohammad Asif (Asia/PAK),N,2006-2010,10,3,2,9,5*,9,16,56.25,0,0,0
5596,Mohammad Asif (Asia/PAK),T,2005-2010,38,16,7,34,6,3.77,100,34,0,0,3
5597,Mohammad Asif (PAK),H,2005-2008,9,4,2,13,6,6.5,14,92.85,0,0,0
5598,Mohammad Asif (PAK),A,2006-2010,19,9,3,12,5,2,70,17.14,0,0,3
5599,Mohammad Aslam (UAE),A,1996-1996,1,1,0,5,5,5,9,55.55,0,0,0
5600,Mohammad Aslam (UAE),N,1996-1996,3,3,0,33,23,11,64,51.56,0,0,0
5601,Mohammad Aslam (UAE),T,1996-1996,4,4,0,38,23,9.5,73,52.05,0,0,0
5602,Mohammad Boota (UAE),H,2018-2019,5,5,1,132,59*,33,140,94.28,0,1,0
5603,Mohammad Boota (UAE),A,2019-2019,2,2,0,51,36,25.5,91,56.04,0,0,0
5604,Mohammad Boota (UAE),N,2018-2018,2,2,0,8,5,4,21,38.09,0,0,0
5605,Mohammad Boota (UAE),T,2018-2019,9,9,1,191,59*,23.87,252,75.79,0,1,0
5606,Mohammad Hafeez (PAK),H,2003-2015,18,18,0,452,92,25.11,646,69.96,0,3,2
5607,Mohammad Hafeez (PAK),A,2003-2019,116,115,8,3729,139*,34.85,4804,77.62,6,26,13
5608,Mohammad Hafeez (PAK),N,2003-2019,84,83,7,2433,140*,32.01,3183,76.43,5,9,4
5609,Mohammad Hafeez (PAK),T,2003-2019,218,216,15,6614,140*,32.9,8633,76.61,11,38,19
5610,Mohammad Haris (PAK),H,2022-2023,4,3,1,23,17*,11.5,16,143.75,0,0,1
5611,Mohammad Haris (PAK),A,2022-2022,1,1,0,4,4,4,10,40,0,0,0
5612,Mohammad Haris (PAK),T,2022-2023,5,4,1,27,17*,9,26,103.84,0,0,1
5613,Mohammad Hasnain (PAK),H,2020-2023,2,2,2,7,4*,-,5,140,0,0,0
5614,Mohammad Hasnain (PAK),A,2019-2021,4,2,1,40,28,40,22,181.81,0,0,0
5615,Mohammad Hasnain (PAK),N,2019-2019,3,1,0,0,0,0,1,0,0,0,1
5616,Mohammad Hasnain (PAK),T,2019-2023,9,5,3,47,28,23.5,28,167.85,0,0,1
5617,Mohammad Hussain (PAK),H,1997-1997,1,-,-,-,-,-,-,-,-,-,-
5618,Mohammad Hussain (PAK),A,1997-1998,4,4,3,78,31*,78,62,125.8,0,0,0
5619,Mohammad Hussain (PAK),N,1997-1998,9,8,4,76,20,19,74,102.7,0,0,0
5620,Mohammad Hussain (PAK),T,1997-1998,14,12,7,154,31*,30.8,136,113.23,0,0,0
5621,Mohammad Iqbal (CAN),H,2008-2008,3,3,0,21,17,7,27,77.77,0,0,1
5622,Mohammad Iqbal (CAN),A,2007-2007,2,2,0,33,30,16.5,53,62.26,0,0,0
5623,Mohammad Iqbal (CAN),T,2007-2008,5,5,0,54,30,10.8,80,67.5,0,0,1
5624,Mohammad Irfan (PAK),A,2010-2016,35,14,11,22,5,7.33,56,39.28,0,0,2
5625,Mohammad Irfan (PAK),N,2013-2015,25,19,10,26,12,2.88,93,27.95,0,0,6
5626,Mohammad Irfan (PAK),T,2010-2016,60,33,21,48,12,4,149,32.21,0,0,8
5627,Mohammad Ishaq (UAE),H,1994-1994,2,2,0,27,23,13.5,46,58.69,0,0,0
5628,Mohammad Ishaq (UAE),A,1996-1996,1,1,0,12,12,12,20,60,0,0,0
5629,Mohammad Ishaq (UAE),N,1996-1996,2,2,1,59,51*,59,64,92.18,0,1,0
5630,Mohammad Ishaq (UAE),T,1994-1996,5,5,1,98,51*,24.5,130,75.38,0,1,0
5631,Mohammad Kashif (NED),H,2006-2010,4,2,0,0,0,0,6,0,0,0,2
5632,Mohammad Kashif (NED),N,2006-2009,7,1,0,1,1,1,11,9.09,0,0,0
5633,Mohammad Kashif (NED),T,2006-2010,11,3,0,1,1,0.33,17,5.88,0,0,2
5634,Mohammad Khalil (PAK),A,2005-2005,2,1,1,0,0*,-,0,-,0,0,0
5635,Mohammad Khalil (PAK),N,2005-2005,1,-,-,-,-,-,-,-,-,-,-
5636,Mohammad Khalil (PAK),T,2005-2005,3,1,1,0,0*,-,0,-,0,0,0
5637,Mohammad Mithun (BAN),H,2014-2021,11,8,3,186,50,37.2,198,93.93,0,1,1
5638,Mohammad Mithun (BAN),A,2019-2021,12,12,1,284,73*,25.81,418,67.94,0,3,1
5639,Mohammad Mithun (BAN),N,2018-2019,11,10,0,244,63,24.4,305,80,0,2,0
5640,Mohammad Mithun (BAN),T,2014-2021,34,30,4,714,73*,27.46,921,77.52,0,6,2
5641,Mohammad Nabi (AFG),A,2009-2022,60,53,6,1322,116,28.12,1514,87.31,1,6,2
5642,Mohammad Nabi (AFG),N,2009-2021,76,68,7,1646,92,26.98,1964,83.8,0,9,4
5643,Mohammad Nabi (AFG),T,2009-2022,136,121,13,2968,116,27.48,3478,85.33,1,15,6
5644,Mohammad Nadeem (OMA),H,2020-2021,8,7,2,155,41,31,297,52.18,0,0,0
5645,Mohammad Nadeem (OMA),A,2019-2023,9,7,2,184,69*,36.8,260,70.76,0,2,1
5646,Mohammad Nadeem (OMA),N,2019-2023,10,9,5,189,55*,47.25,306,61.76,0,2,0
5647,Mohammad Nadeem (OMA),T,2019-2023,27,23,9,528,69*,37.71,863,61.18,0,4,1
5648,Mohammad Naim (BAN),H,2020-2021,2,1,0,1,1,1,2,50,0,0,0
5649,Mohammad Naim (BAN),T,2020-2021,2,1,0,1,1,1,2,50,0,0,0
5650,Mohammad Naveed (UAE),H,2014-2019,18,14,5,182,34*,20.22,149,122.14,0,0,1
5651,Mohammad Naveed (UAE),A,2016-2019,7,7,1,53,22*,8.83,43,123.25,0,0,0
5652,Mohammad Naveed (UAE),N,2014-2018,14,13,4,162,45,18,131,123.66,0,0,1
5653,Mohammad Naveed (UAE),T,2014-2019,39,34,10,397,45,16.54,323,122.91,0,0,2
5654,Mohammad Nawaz (3) (PAK),H,2019-2023,10,7,3,49,11*,12.25,57,85.96,0,0,0
5655,Mohammad Nawaz (3) (PAK),A,2016-2022,12,10,1,178,53,19.77,200,89,0,1,0
5656,Mohammad Nawaz (3) (PAK),N,2016-2018,6,5,2,56,19,18.66,67,83.58,0,0,0
5657,Mohammad Nawaz (3) (PAK),T,2016-2023,28,22,6,283,53,17.68,324,87.34,0,1,0
5658,Mohammad Nazir (PAK),H,1980-1980,1,1,1,2,2*,-,8,25,0,0,0
5659,Mohammad Nazir (PAK),A,1983-1984,3,2,2,2,2*,-,8,25,0,0,0
5660,Mohammad Nazir (PAK),T,1980-1984,4,3,3,4,2*,-,16,25,0,0,0
5661,Mohammad Rafique (Asia/BAN),N,1995-2007,39,33,6,344,77,12.74,522,65.9,0,1,5
5662,Mohammad Rafique (Asia/BAN),T,1995-2007,125,106,17,1191,77,13.38,1663,71.61,0,2,15
5663,Mohammad Rafique (BAN),H,1998-2007,44,36,3,459,72,13.9,547,83.91,0,1,6
