ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
6944,M Venkataramana (IND),H,1988-1988,1,1,1,0,0*,-,0,-,0,0,0
6945,M Venkataramana (IND),T,1988-1988,1,1,1,0,0*,-,0,-,0,0,0
6946,M Venkataramana (IND),BIS,1988-1988,1,1,1,0,0*,-,0,-,0,0,0
6947,M Vijay (IND),H,2010-2010,5,5,0,132,33,26.4,174,75.86,0,0,0
6948,M Vijay (IND),A,2010-2015,9,9,0,163,72,18.11,266,61.27,0,1,0
6949,M Vijay (IND),N,2010-2013,3,2,0,44,30,22,66,66.66,0,0,0
6950,M Vijay (IND),T,2010-2015,17,16,0,339,72,21.18,506,66.99,0,1,0
6951,M Vijay (IND),BIS,2010-2010,5,5,0,132,33,26.4,174,75.86,0,0,0
6952,M Vijay (IND),SENA,2011-2011,3,3,0,18,16,6,43,41.86,0,0,0
6953,M Watkinson (ENG),A,1996-1996,1,-,-,-,-,-,-,-,-,-,-
6954,M Watkinson (ENG),T,1996-1996,1,-,-,-,-,-,-,-,-,-,-
6955,M Watkinson (ENG),SENA,1996-1996,1,-,-,-,-,-,-,-,-,-,-
6956,M Yachad (SA),A,1991-1991,1,1,0,31,31,31,77,40.25,0,0,0
6957,M Yachad (SA),T,1991-1991,1,1,0,31,31,31,77,40.25,0,0,0
6958,M Yachad (SA),BIS,1991-1991,1,1,0,31,31,31,77,40.25,0,0,0
6959,M Zondeki (Afr/SA),N,2005-2006,3,1,0,0,0,0,2,0,0,0,1
6960,M Zondeki (Afr/SA),T,2002-2008,13,3,2,4,3*,4,5,80,0,0,1
6961,M Zondeki (Afr/SA),SENA,2002-2008,13,3,2,4,3*,4,5,80,0,0,1
6962,M Zondeki (SA),H,2002-2008,8,2,2,4,3*,-,3,133.33,0,0,0
6963,M Zondeki (SA),A,2006-2006,2,-,-,-,-,-,-,-,-,-,-
6964,MA Agarwal (IND),A,2020-2020,5,5,0,86,32,17.2,83,103.61,0,0,0
6965,MA Agarwal (IND),T,2020-2020,5,5,0,86,32,17.2,83,103.61,0,0,0
6966,MA Agarwal (IND),SENA,2020-2020,5,5,0,86,32,17.2,83,103.61,0,0,0
6967,MA Aponso (SL),H,2016-2018,8,6,4,6,2*,3,14,42.85,0,0,1
6968,MA Aponso (SL),N,2018-2018,1,1,0,4,4,4,31,12.9,0,0,0
6969,MA Aponso (SL),T,2016-2018,9,7,4,10,4,3.33,45,22.22,0,0,1
6970,MA Aponso (SL),BIS,2016-2018,8,6,4,6,2*,3,14,42.85,0,0,1
6971,MA Atherton (ENG),H,1990-1998,21,21,2,908,127,47.78,1464,62.02,2,7,1
6972,MA Atherton (ENG),A,1991-1997,25,25,1,757,86,31.54,1331,56.87,0,5,2
6973,MA Atherton (ENG),N,1990-1996,8,8,0,126,33,15.75,259,48.64,0,0,1
6974,MA Atherton (ENG),T,1990-1998,54,54,3,1791,127,35.11,3054,58.64,2,12,4
6975,MA Atherton (ENG),BIS,1996-1996,1,1,0,1,1,1,3,33.33,0,0,0
6976,MA Atherton (ENG),SENA,1990-1998,40,40,2,1363,127,35.86,2324,58.64,2,9,3
6977,MA Carberry (ENG),H,2013-2014,5,5,0,104,63,20.8,167,62.27,0,1,0
6978,MA Carberry (ENG),A,2013-2013,1,1,0,10,10,10,13,76.92,0,0,0
6979,MA Carberry (ENG),T,2013-2014,6,6,0,114,63,19,180,63.33,0,1,0
6980,MA Carberry (ENG),SENA,2013-2014,5,5,0,104,63,20.8,167,62.27,0,1,0
6981,MA Ealham (ENG),H,1996-2001,23,11,1,136,40,13.6,209,65.07,0,0,2
6982,MA Ealham (ENG),A,1998-2001,23,20,2,399,45,22.16,599,66.61,0,0,1
6983,MA Ealham (ENG),N,1997-2000,18,14,1,181,44,13.92,284,63.73,0,0,1
6984,MA Ealham (ENG),T,1996-2001,64,45,4,716,45,17.46,1092,65.56,0,0,4
6985,MA Ealham (ENG),BIS,1998-2001,2,2,0,72,44,36,77,93.5,0,0,0
6986,MA Ealham (ENG),SENA,1996-2001,41,24,2,301,40,13.68,499,60.32,0,0,3
6987,MA Holding (WI),H,1981-1986,14,4,1,12,9,4,28,42.85,0,0,0
6988,MA Holding (WI),A,1976-1987,51,24,9,185,64,12.33,211,87.67,0,2,7
6989,MA Holding (WI),N,1979-1987,37,14,1,85,20,6.53,138,61.59,0,0,2
6990,MA Holding (WI),T,1976-1987,102,42,11,282,64,9.09,377,74.8,0,2,9
6991,MA Holding (WI),BIS,1983-1983,4,1,1,0,0*,-,1,0,0,0,0
6992,MA Holding (WI),SENA,1976-1987,76,35,9,268,64,10.3,342,78.36,0,2,8
6993,MA Jones (SCOT),H,2022-2022,4,4,0,73,36,18.25,129,56.58,0,0,0
6994,MA Jones (SCOT),A,2018-2019,3,3,0,30,15,10,48,62.5,0,0,0
6995,MA Jones (SCOT),N,2018-2019,5,5,0,251,87,50.2,353,71.1,0,3,0
6996,MA Jones (SCOT),T,2018-2022,12,12,0,354,87,29.5,530,66.79,0,3,0
6997,MA Leask (SCOT),H,2014-2022,21,19,4,397,85,26.46,332,119.57,0,2,2
6998,MA Leask (SCOT),A,2014-2023,18,15,3,306,107*,25.5,290,105.51,1,1,2
6999,MA Leask (SCOT),N,2014-2023,23,17,3,368,59,26.28,329,111.85,0,3,0
7000,MA Leask (SCOT),T,2014-2023,62,51,10,1071,107*,26.12,951,112.61,1,6,4
7001,MA Leask (SCOT),SENA,2014-2015,4,4,1,42,23*,14,35,120,0,0,0
7002,MA Lynch (ENG),H,1988-1988,3,3,0,8,6,2.66,32,25,0,0,1
7003,MA Lynch (ENG),T,1988-1988,3,3,0,8,6,2.66,32,25,0,0,1
7004,MA Lynch (ENG),SENA,1988-1988,3,3,0,8,6,2.66,32,25,0,0,1
7005,MA Meman (ZIM),A,1987-1987,1,1,0,19,19,19,22,86.36,0,0,0
7006,MA Meman (ZIM),T,1987-1987,1,1,0,19,19,19,22,86.36,0,0,0
7007,MA Meman (ZIM),BIS,1987-1987,1,1,0,19,19,19,22,86.36,0,0,0
7008,MA Ouma (KENYA),H,2006-2010,32,31,3,585,57*,20.89,886,66.02,0,2,3
7009,MA Ouma (KENYA),A,2006-2013,26,24,1,431,61,18.73,764,56.41,0,3,1
7010,MA Ouma (KENYA),N,2004-2014,22,22,1,485,58,23.09,875,55.42,0,2,2
7011,MA Ouma (KENYA),T,2004-2014,80,77,5,1501,61,20.84,2525,59.44,0,7,6
7012,MA Ouma (KENYA),BIS,2006-2011,7,7,0,40,16,5.71,114,35.08,0,0,1
7013,MA Ouma (KENYA),SENA,2004-2014,9,9,1,176,57,22,316,55.69,0,1,1
7014,MA Parker (SCOT),H,2010-2010,3,2,0,19,17,9.5,30,63.33,0,0,0
7015,MA Parker (SCOT),A,2010-2010,2,2,1,29,22,29,36,80.55,0,0,0
7016,MA Parker (SCOT),N,2010-2010,5,4,1,11,7,3.66,38,28.94,0,0,0
7017,MA Parker (SCOT),T,2010-2010,10,8,2,59,22,9.83,104,56.73,0,0,0
7018,MA Small (WI),H,1984-1984,2,-,-,-,-,-,-,-,-,-,-
7019,MA Small (WI),T,1984-1984,2,-,-,-,-,-,-,-,-,-,-
7020,MA Starc (AUS),H,2010-2022,53,27,12,208,52*,13.86,223,93.27,0,1,4
7021,MA Starc (AUS),A,2010-2023,37,24,6,193,29*,10.72,250,77.2,0,0,5
7022,MA Starc (AUS),N,2012-2019,20,11,5,82,29*,13.66,93,88.17,0,0,1
7023,MA Starc (AUS),T,2010-2023,110,62,23,483,52*,12.38,566,85.33,0,1,10
7024,MA Starc (AUS),BIS,2010-2023,12,7,2,37,12,7.4,51,72.54,0,0,2
7025,MA Starc (AUS),SENA,2010-2022,79,46,17,352,52*,12.13,376,93.61,0,1,8
7026,MA Suji (KENYA),H,1996-2003,19,17,9,69,14,8.62,128,53.9,0,0,2
7027,MA Suji (KENYA),A,1996-2006,18,15,3,75,16*,6.25,177,42.37,0,0,4
7028,MA Suji (KENYA),N,1996-2004,27,20,10,103,15*,10.3,221,46.6,0,0,3
7029,MA Suji (KENYA),T,1996-2006,64,52,22,247,16*,8.23,526,46.95,0,0,9
7030,MA Suji (KENYA),BIS,1996-2006,20,16,5,53,15,4.81,135,39.25,0,0,4
7031,MA Suji (KENYA),SENA,1999-2004,20,15,6,91,15*,10.11,202,45.04,0,0,3
7032,MA Taylor (AUS),H,1989-1997,51,50,0,1543,90,30.86,2625,58.78,0,11,3
7033,MA Taylor (AUS),A,1990-1997,37,37,0,1321,105,35.7,2195,60.18,1,11,0
7034,MA Taylor (AUS),N,1990-1996,25,23,1,650,74,29.54,1088,59.74,0,6,1
7035,MA Taylor (AUS),T,1989-1997,113,110,1,3514,105,32.23,5908,59.47,1,28,4
7036,MA Taylor (AUS),BIS,1992-1996,17,17,0,612,105,36,990,61.81,1,3,0
7037,MA Taylor (AUS),SENA,1989-1997,75,74,0,2257,97,30.5,3945,57.21,0,18,4
7038,MA Vermeulen (ZIM),H,2002-2009,30,30,3,771,92,28.55,1018,75.73,0,6,3
7039,MA Vermeulen (ZIM),A,2004-2009,8,8,0,35,10,4.37,76,46.05,0,0,1
7040,MA Vermeulen (ZIM),N,2000-2004,5,5,1,62,22,15.5,133,46.61,0,0,0
7041,MA Vermeulen (ZIM),T,2000-2009,43,43,4,868,92,22.25,1227,70.74,0,6,4
7042,MA Vermeulen (ZIM),BIS,2009-2009,2,2,0,10,7,5,25,40,0,0,0
7043,MA Vermeulen (ZIM),SENA,2004-2009,7,7,1,47,17,7.83,112,41.96,0,0,1
7044,MA Wood (ENG),H,2015-2021,40,11,6,48,13,9.6,50,96,0,0,3
7045,MA Wood (ENG),A,2015-2023,19,8,5,24,14,8,41,58.53,0,0,0
7046,MA Wood (ENG),T,2015-2023,59,19,11,72,14,9,91,79.12,0,0,3
7047,MA Wood (ENG),BIS,2018-2023,5,2,1,16,14,16,28,57.14,0,0,0
7048,MA Wood (ENG),SENA,2015-2021,47,14,8,54,13,9,58,93.1,0,0,3
7049,Mafizur Rahman (BAN),A,1997-1997,2,2,0,22,16,11,59,37.28,0,0,0
7050,Mafizur Rahman (BAN),N,1997-1997,2,2,1,31,16,31,45,68.88,0,0,0
7051,Mafizur Rahman (BAN),T,1997-1997,4,4,1,53,16,17.66,104,50.96,0,0,0
7052,Mafizur Rahman (BAN),BIS,1997-1997,2,2,1,21,15*,21,42,50,0,0,0
7053,Mahbubul Alam (BAN),H,2009-2009,2,1,0,22,22,22,28,78.57,0,0,0
7054,Mahbubul Alam (BAN),A,2009-2009,3,1,0,59,59,59,43,137.2,0,1,0
7055,Mahbubul Alam (BAN),T,2009-2009,5,2,0,81,59,40.5,71,114.08,0,1,0
7056,Mahbubul Alam (BAN),BIS,2009-2009,2,1,0,22,22,22,28,78.57,0,0,0
7057,Mahbubur Rahman (BAN),H,1999-1999,1,1,0,3,3,3,8,37.5,0,0,0
7058,Mahbubur Rahman (BAN),T,1999-1999,1,1,0,3,3,3,8,37.5,0,0,0
7059,Mahbubur Rahman (BAN),BIS,1999-1999,1,1,0,3,3,3,8,37.5,0,0,0
7060,Mahedi Hasan (BAN),A,2021-2021,3,3,0,24,14,8,33,72.72,0,0,0
7061,Mahedi Hasan (BAN),T,2021-2021,3,3,0,24,14,8,33,72.72,0,0,0
7062,Mahedi Hasan (BAN),SENA,2021-2021,3,3,0,24,14,8,33,72.72,0,0,0
7063,Mahmood Hamid (PAK),N,1995-1995,1,1,0,1,1,1,6,16.66,0,0,0
7064,Mahmood Hamid (PAK),T,1995-1995,1,1,0,1,1,1,6,16.66,0,0,0
7065,Mahmudullah (BAN),H,2008-2023,108,90,23,2298,82*,34.29,2992,76.8,0,16,6
7066,Mahmudullah (BAN),A,2007-2022,78,70,18,1694,128*,32.57,2302,73.58,1,7,3
7067,Mahmudullah (BAN),N,2008-2019,32,30,9,958,103,45.61,1204,79.56,2,4,0
7068,Mahmudullah (BAN),T,2007-2023,218,190,50,4950,128*,35.35,6498,76.17,3,27,9
7069,Mahmudullah (BAN),BIS,2007-2023,121,101,25,2439,82*,32.09,3231,75.48,0,16,6
7070,Mahmudullah (BAN),SENA,2008-2022,39,37,6,1101,128*,35.51,1407,78.25,3,3,1
7071,Majid Khan (PAK),H,1976-1980,6,6,0,173,50,28.83,225,76.88,0,1,0
7072,Majid Khan (PAK),A,1973-1982,8,8,1,195,109,27.85,241,80.91,1,0,1
7073,Majid Khan (PAK),N,1975-1982,9,8,0,418,84,52.25,586,71.33,0,6,0
7074,Majid Khan (PAK),T,1973-1982,23,22,1,786,109,37.42,1052,74.71,1,7,1
7075,Majid Khan (PAK),SENA,1973-1982,16,15,1,590,109,42.14,783,75.35,1,6,1
7076,Maninder Singh (IND),H,1986-1993,34,11,9,27,8*,13.5,55,49.09,0,0,1
7077,Maninder Singh (IND),A,1983-1989,10,3,2,6,4,6,11,54.54,0,0,0
7078,Maninder Singh (IND),N,1986-1988,15,4,3,16,7,16,24,66.66,0,0,0
7079,Maninder Singh (IND),T,1983-1993,59,18,14,49,8*,12.25,90,54.44,0,0,1
7080,Maninder Singh (IND),BIS,1986-1993,38,12,9,34,8*,11.33,61,55.73,0,0,1
7081,Maninder Singh (IND),SENA,1986-1986,2,-,-,-,-,-,-,-,-,-,-
7082,Manjural Islam (BAN),H,1999-2003,14,8,6,16,5*,8,45,35.55,0,0,1
7083,Manjural Islam (BAN),A,1999-2003,10,7,3,16,13,4,42,38.09,0,0,2
7084,Manjural Islam (BAN),N,1999-2003,10,7,4,21,10,7,47,44.68,0,0,1
7085,Manjural Islam (BAN),T,1999-2003,34,22,13,53,13,5.88,134,39.55,0,0,4
7086,Manjural Islam (BAN),BIS,1999-2003,19,12,8,26,10,6.5,75,34.66,0,0,2
7087,Manjural Islam (BAN),SENA,1999-2003,10,7,3,24,13,6,45,53.33,0,0,2
7088,Manjural Islam Rana (BAN),H,2003-2006,12,10,3,139,23,19.85,297,46.8,0,0,0
7089,Manjural Islam Rana (BAN),A,2004-2005,9,7,2,168,63,33.6,295,56.94,0,1,0
7090,Manjural Islam Rana (BAN),N,2004-2005,4,4,0,24,21,6,76,31.57,0,0,1
7091,Manjural Islam Rana (BAN),T,2003-2006,25,21,5,331,63,20.68,668,49.55,0,1,1
7092,Manjural Islam Rana (BAN),BIS,2003-2006,18,15,3,225,43,18.75,500,45,0,0,1
7093,Manjural Islam Rana (BAN),SENA,2004-2005,3,2,0,3,2,1.5,16,18.75,0,0,0
7094,Mansoor Akhtar (PAK),H,1980-1989,18,12,1,221,33,20.09,382,57.85,0,0,0
7095,Mansoor Akhtar (PAK),A,1981-1990,13,13,0,256,47,19.69,418,61.24,0,0,1
7096,Mansoor Akhtar (PAK),N,1981-1989,10,10,0,116,32,11.6,348,33.33,0,0,0
7097,Mansoor Akhtar (PAK),T,1980-1990,41,35,1,593,47,17.44,1148,51.65,0,0,1
7098,Mansoor Akhtar (PAK),SENA,1981-1990,23,23,0,372,47,16.17,766,48.56,0,0,1
7099,Mansoor Amjad (PAK),H,2008-2008,1,1,0,5,5,5,10,50,0,0,0
7100,Mansoor Amjad (PAK),T,2008-2008,1,1,0,5,5,5,10,50,0,0,0
7101,Mansoor Rana (PAK),N,1990-1990,2,2,0,15,10,7.5,24,62.5,0,0,0
7102,Mansoor Rana (PAK),T,1990-1990,2,2,0,15,10,7.5,24,62.5,0,0,0
7103,Manzoor Akhtar (PAK),A,1998-1998,1,-,-,-,-,-,-,-,-,-,-
7104,Manzoor Akhtar (PAK),N,1997-1998,6,4,0,97,44,24.25,147,65.98,0,0,0
7105,Manzoor Akhtar (PAK),T,1997-1998,7,4,0,97,44,24.25,147,65.98,0,0,0
7106,Manzoor Akhtar (PAK),BIS,1998-1998,5,2,0,48,39,24,67,71.64,0,0,0
7107,Manzoor Elahi (PAK),H,1984-1990,17,14,3,259,39*,23.54,283,91.51,0,0,0
7108,Manzoor Elahi (PAK),A,1986-1995,17,15,5,247,48,24.7,269,91.82,0,0,1
7109,Manzoor Elahi (PAK),N,1985-1994,20,17,5,235,50*,19.58,275,85.45,0,1,0
7110,Manzoor Elahi (PAK),T,1984-1995,54,46,13,741,50*,22.45,827,89.6,0,1,1
7111,Manzoor Elahi (PAK),BIS,1986-1988,12,11,3,186,37,23.25,195,95.38,0,0,0
7112,Manzoor Elahi (PAK),SENA,1986-1994,9,7,3,107,48,26.75,106,100.94,0,0,1
7113,Maqsood Rana (PAK),A,1990-1990,1,1,0,5,5,5,13,38.46,0,0,0
7114,Maqsood Rana (PAK),T,1990-1990,1,1,0,5,5,5,13,38.46,0,0,0
7115,Maqsood Rana (PAK),SENA,1990-1990,1,1,0,5,5,5,13,38.46,0,0,0
7116,MAR Samarasekera (SL),H,1986-1986,1,1,0,5,5,5,13,38.46,0,0,0
7117,MAR Samarasekera (SL),A,1988-1992,13,13,1,287,76,23.91,436,65.82,0,1,1
7118,MAR Samarasekera (SL),N,1983-1994,25,25,1,552,75,23,758,72.82,0,3,1
7119,MAR Samarasekera (SL),T,1983-1994,39,39,2,844,76,22.81,1207,69.92,0,4,2
7120,MAR Samarasekera (SL),BIS,1986-1990,10,10,2,206,66,25.75,308,66.88,0,1,1
7121,MAR Samarasekera (SL),SENA,1983-1992,19,19,0,388,75,20.42,590,65.76,0,2,1
7122,Mashrafe Mortaza (Asia/BAN),N,2003-2019,52,36,5,370,34*,11.93,454,81.49,0,0,5
7123,Mashrafe Mortaza (Asia/BAN),T,2001-2020,220,158,28,1787,51*,13.74,2041,87.55,0,1,15
7124,Mashrafe Mortaza (Asia/BAN),BIS,2001-2020,115,77,12,892,51*,13.72,920,96.95,0,1,6
7125,Mashrafe Mortaza (BAN),H,2001-2020,103,68,11,798,51*,14,808,98.76,0,1,6
7126,Mashrafe Mortaza (BAN),A,2003-2019,65,54,12,619,43*,14.73,779,79.46,0,0,4
7127,Mashrafe Mortaza (BAN),SENA,2003-2019,47,37,7,353,34,11.76,420,84.04,0,0,7
7128,Masood Iqbal (PAK),H,1984-1984,1,1,0,2,2,2,2,100,0,0,0
7129,Masood Iqbal (PAK),T,1984-1984,1,1,0,2,2,2,2,100,0,0,0
7130,Matiullah Khan (UAE),N,2023-2023,1,1,1,0,0*,-,0,-,0,0,0
7131,Matiullah Khan (UAE),T,2023-2023,1,1,1,0,0*,-,0,-,0,0,0
7132,MAWR Madurasinghe (SL),A,1988-1992,7,3,2,10,6*,10,42,23.8,0,0,0
7133,MAWR Madurasinghe (SL),N,1988-1990,5,3,2,11,8*,11,20,55,0,0,0
7134,MAWR Madurasinghe (SL),T,1988-1992,12,6,4,21,8*,10.5,62,33.87,0,0,0
7135,MAWR Madurasinghe (SL),BIS,1988-1990,4,1,0,2,2,2,9,22.22,0,0,0
7136,MAWR Madurasinghe (SL),SENA,1988-1990,2,1,0,1,1,1,8,12.5,0,0,0
7137,Mazhar Hussain (UAE),H,1994-1994,2,2,0,80,70,40,145,55.17,0,1,0
7138,Mazhar Hussain (UAE),A,1996-1996,1,1,0,7,7,7,21,33.33,0,0,0
7139,Mazhar Hussain (UAE),N,1996-1996,4,4,0,92,33,23,168,54.76,0,0,0
7140,Mazhar Hussain (UAE),T,1994-1996,7,7,0,179,70,25.57,334,53.59,0,1,0
7141,Mazharul Haque (BAN),N,2002-2002,1,1,0,3,3,3,18,16.66,0,0,0
7142,Mazharul Haque (BAN),T,2002-2002,1,1,0,3,3,3,18,16.66,0,0,0
7143,Mazharul Haque (BAN),BIS,2002-2002,1,1,0,3,3,3,18,16.66,0,0,0
7144,MB Loye (ENG),A,2007-2007,5,5,0,119,45,23.8,153,77.77,0,0,1
7145,MB Loye (ENG),N,2007-2007,2,2,0,23,15,11.5,31,74.19,0,0,0
7146,MB Loye (ENG),T,2007-2007,7,7,0,142,45,20.28,184,77.17,0,0,1
7147,MB Loye (ENG),SENA,2007-2007,7,7,0,142,45,20.28,184,77.17,0,0,1
7148,MB Owens (NZ),A,1992-1992,1,1,0,0,0,0,3,0,0,0,1
7149,MB Owens (NZ),T,1992-1992,1,1,0,0,0,0,3,0,0,0,1
7150,MB Owens (NZ),BIS,1992-1992,1,1,0,0,0,0,3,0,0,0,1
7151,MBS Jonkman (NED),H,2010-2010,6,3,2,18,16,18,27,66.66,0,0,0
7152,MBS Jonkman (NED),A,2007-2010,3,2,0,10,8,5,12,83.33,0,0,0
7153,MBS Jonkman (NED),N,2006-2010,7,4,2,31,15,15.5,40,77.5,0,0,1
7154,MBS Jonkman (NED),T,2006-2010,16,9,4,59,16,11.8,79,74.68,0,0,1
7155,MBS Jonkman (NED),SENA,2006-2006,4,3,2,31,15,31,38,81.57,0,0,0
7156,MC Cowdrey (ENG),A,1971-1971,1,1,0,1,1,1,5,20,0,0,0
7157,MC Cowdrey (ENG),T,1971-1971,1,1,0,1,1,1,5,20,0,0,0
7158,MC Cowdrey (ENG),SENA,1971-1971,1,1,0,1,1,1,5,20,0,0,0
7159,MC Henriques (AUS),H,2013-2020,6,6,2,42,22,10.5,65,64.61,0,0,0
7160,MC Henriques (AUS),A,2009-2021,8,8,0,57,17,7.12,113,50.44,0,0,0
7161,MC Henriques (AUS),N,2017-2017,2,1,0,18,18,18,14,128.57,0,0,0
7162,MC Henriques (AUS),T,2009-2021,16,15,2,117,22,9,192,60.93,0,0,0
7163,MC Henriques (AUS),BIS,2009-2016,4,4,0,28,12,7,53,52.83,0,0,0
7164,MC Henriques (AUS),SENA,2013-2020,9,8,2,77,22,12.83,98,78.57,0,0,0
7165,MC Mendis (SL),A,1995-1995,1,1,1,3,3*,-,2,150,0,0,0
7166,MC Mendis (SL),T,1995-1995,1,1,1,3,3*,-,2,150,0,0,0
7167,MC Mendis (SL),SENA,1995-1995,1,1,1,3,3*,-,2,150,0,0,0
7168,MC Snedden (NZ),H,1981-1990,29,14,4,92,31*,9.2,131,70.22,0,0,2
7169,MC Snedden (NZ),A,1980-1988,35,20,8,218,35,18.16,331,65.86,0,0,0
7170,MC Snedden (NZ),N,1980-1990,29,20,7,225,64,17.3,381,59.05,0,1,2
7171,MC Snedden (NZ),T,1980-1990,93,54,19,535,64,15.28,843,63.46,0,1,4
7172,MC Snedden (NZ),BIS,1984-1988,14,10,3,173,64,24.71,285,60.7,0,1,0
7173,MC Snedden (NZ),SENA,1980-1990,70,38,14,321,40,13.37,455,70.54,0,0,3
7174,MC Sorensen (IRE),H,2013-2016,8,6,2,102,31,25.5,133,76.69,0,0,0
7175,MC Sorensen (IRE),A,2014-2014,1,1,0,1,1,1,3,33.33,0,0,0
7176,MC Sorensen (IRE),N,2015-2015,4,1,0,22,22,22,19,115.78,0,0,0
7177,MC Sorensen (IRE),T,2013-2016,13,8,2,125,31,20.83,155,80.64,0,0,0
7178,MC Sorensen (IRE),SENA,2015-2015,3,1,0,22,22,22,19,115.78,0,0,0
7179,MD Bailey (NZ),N,1998-1998,1,-,-,-,-,-,-,-,-,-,-
7180,MD Bailey (NZ),T,1998-1998,1,-,-,-,-,-,-,-,-,-,-
7181,MD Bailey (NZ),BIS,1998-1998,1,-,-,-,-,-,-,-,-,-,-
7182,MD Bates (NZ),H,2012-2012,2,1,0,13,13,13,10,130,0,0,0
7183,MD Bates (NZ),T,2012-2012,2,1,0,13,13,13,10,130,0,0,0
7184,MD Bates (NZ),SENA,2012-2012,2,1,0,13,13,13,10,130,0,0,0
7185,MD Bell (NZ),H,1999-1999,1,1,0,37,37,37,76,48.68,0,0,0
7186,MD Bell (NZ),N,1998-2001,6,6,0,96,66,16,192,50,0,1,0
7187,MD Bell (NZ),T,1998-2001,7,7,0,133,66,19,268,49.62,0,1,0
7188,MD Bell (NZ),BIS,1998-1998,2,2,0,18,16,9,63,28.57,0,0,0
7189,MD Bell (NZ),SENA,1999-1999,1,1,0,37,37,37,76,48.68,0,0,0
7190,MD Crowe (NZ),H,1982-1995,57,56,14,1884,105*,44.85,2622,71.85,3,12,1
7191,MD Crowe (NZ),A,1983-1995,53,53,4,1641,107*,33.48,2228,73.65,1,11,1
7192,MD Crowe (NZ),N,1983-1994,33,31,0,1179,83,38.03,1626,72.5,0,11,1
7193,MD Crowe (NZ),T,1982-1995,143,140,18,4704,107*,38.55,6476,72.63,4,34,3
7194,MD Crowe (NZ),BIS,1984-1995,18,18,2,670,107*,41.87,808,82.92,1,7,0
7195,MD Crowe (NZ),SENA,1982-1995,106,103,15,3477,105*,39.51,4952,70.21,3,24,3
7196,MD Dai (PNG),H,2017-2017,2,2,1,88,63*,88,105,83.8,0,1,0
7197,MD Dai (PNG),A,2016-2017,6,6,1,155,76*,31,185,83.78,0,1,0
7198,MD Dai (PNG),N,2014-2018,10,10,0,211,60,21.1,295,71.52,0,1,1
7199,MD Dai (PNG),T,2014-2018,18,18,2,454,76*,28.37,585,77.6,0,3,1
7200,MD Dai (PNG),SENA,2014-2014,2,2,0,19,17,9.5,18,105.55,0,0,0
7201,MD du Preez (NAM),H,2021-2023,3,3,0,14,5,4.66,44,31.81,0,0,0
7202,MD du Preez (NAM),T,2021-2023,3,3,0,14,5,4.66,44,31.81,0,0,0
7203,MD Gunathilaka (SL),H,2015-2022,17,17,0,559,116,32.88,683,81.84,1,4,1
7204,MD Gunathilaka (SL),A,2015-2021,28,27,1,953,133,36.65,1069,89.14,1,6,0
7205,MD Gunathilaka (SL),N,2017-2017,2,2,0,89,76,44.5,92,96.73,0,1,0
7206,MD Gunathilaka (SL),T,2015-2022,47,46,1,1601,133,35.57,1844,86.82,2,11,1
7207,MD Gunathilaka (SL),BIS,2015-2022,25,25,1,714,116,29.75,869,82.16,1,4,1
7208,MD Gunathilaka (SL),SENA,2015-2019,15,14,0,481,76,34.35,538,89.4,0,4,0
7209,MD Marshall (WI),H,1983-1991,18,7,0,48,19,6.85,59,81.35,0,0,1
7210,MD Marshall (WI),A,1980-1992,67,46,12,514,66,15.11,616,83.44,0,1,2
7211,MD Marshall (WI),N,1981-1992,51,30,7,393,56*,17.08,571,68.82,0,1,2
7212,MD Marshall (WI),T,1980-1992,136,83,19,955,66,14.92,1246,76.64,0,2,5
7213,MD Marshall (WI),BIS,1983-1989,11,7,2,83,27,16.6,79,105.06,0,0,0
7214,MD Marshall (WI),SENA,1980-1992,83,54,11,632,56*,14.69,903,69.98,0,1,2
7215,MD Moxon (ENG),A,1985-1988,4,4,0,112,70,28,202,55.44,0,1,0
7216,MD Moxon (ENG),N,1985-1985,4,4,0,62,48,15.5,123,50.4,0,0,1
7217,MD Moxon (ENG),T,1985-1988,8,8,0,174,70,21.75,325,53.53,0,1,1
7218,MD Moxon (ENG),BIS,1985-1985,1,1,0,70,70,70,124,56.45,0,1,0
7219,MD Moxon (ENG),SENA,1985-1988,5,5,0,93,48,18.6,170,54.7,0,0,0
7220,MD Patel (USA),H,2019-2022,12,12,1,513,130,46.63,621,82.6,1,2,1
7221,MD Patel (USA),A,2019-2023,13,13,0,233,56,17.92,319,73.04,0,2,2
7222,MD Patel (USA),N,2019-2023,18,18,2,624,100,39,806,77.41,1,5,3
7223,MD Patel (USA),T,2019-2023,43,43,3,1370,130,34.25,1746,78.46,2,9,6
7224,MD Shanaka (SL),H,2016-2022,26,24,1,577,102,25.08,575,100.34,1,2,2
7225,MD Shanaka (SL),A,2016-2023,22,20,3,514,108*,30.23,565,90.97,1,1,1
7226,MD Shanaka (SL),N,2018-2018,2,2,0,7,7,3.5,24,29.16,0,0,1
7227,MD Shanaka (SL),T,2016-2023,50,46,4,1098,108*,26.14,1164,94.32,2,3,4
7228,MD Shanaka (SL),BIS,2016-2023,31,29,2,723,108*,26.77,737,98.1,2,2,2
7229,MD Shanaka (SL),SENA,2016-2023,10,10,2,192,48*,24,251,76.49,0,0,1
7230,MD Wettimuny (SL),A,1983-1983,1,1,0,2,2,2,11,18.18,0,0,0
