ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
292,Abdul Rehman (UAE),T,2004-2004,1,1,0,1,1,1,13,7.69,0,0,0
293,Abdul Rehman (UAE),BIS,2004-2004,1,1,0,1,1,1,13,7.69,0,0,0
294,Abdul Shakoor (UAE),H,2015-2015,2,2,0,44,24,22,79,55.69,0,0,0
295,Abdul Shakoor (UAE),N,2018-2018,1,1,0,10,10,10,23,43.47,0,0,0
296,Abdul Shakoor (UAE),T,2015-2018,3,3,0,54,24,18,102,52.94,0,0,0
297,Abdullah Mazari (AFG),A,2010-2010,2,1,0,3,3,3,16,18.75,0,0,0
298,Abdullah Mazari (AFG),T,2010-2010,2,1,0,3,3,3,16,18.75,0,0,0
299,Abdullah Shafique (PAK),H,2023-2023,2,2,0,26,19,13,37,70.27,0,0,0
300,Abdullah Shafique (PAK),A,2022-2022,1,1,0,2,2,2,5,40,0,0,0
301,Abdullah Shafique (PAK),T,2022-2023,3,3,0,28,19,9.33,42,66.66,0,0,0
302,Abdur Rauf (PAK),H,2008-2008,3,-,-,-,-,-,-,-,-,-,-
303,Abdur Rauf (PAK),N,2008-2008,1,-,-,-,-,-,-,-,-,-,-
304,Abdur Rauf (PAK),T,2008-2008,4,-,-,-,-,-,-,-,-,-,-
305,Abdur Razzak (BAN),H,2005-2014,79,44,14,244,27,8.13,313,77.95,0,0,7
306,Abdur Razzak (BAN),A,2004-2014,51,40,21,419,53*,22.05,545,76.88,0,1,3
307,Abdur Razzak (BAN),N,2004-2010,23,13,4,116,22*,12.88,162,71.6,0,0,2
308,Abdur Razzak (BAN),T,2004-2014,153,97,39,779,53*,13.43,1020,76.37,0,1,12
309,Abdur Razzak (BAN),BIS,2004-2014,94,55,17,353,28,9.28,448,78.79,0,0,7
310,Abdur Razzak (BAN),SENA,2007-2010,11,10,3,106,27,15.14,184,57.6,0,0,1
311,Abdur Rehman (PAK),H,2006-2007,7,4,1,47,31,15.66,65,72.3,0,0,0
312,Abdur Rehman (PAK),A,2007-2014,11,9,1,43,22,5.37,95,45.26,0,0,3
313,Abdur Rehman (PAK),N,2007-2013,13,10,4,52,12*,8.66,103,50.48,0,0,1
314,Abdur Rehman (PAK),T,2006-2014,31,23,6,142,31,8.35,263,53.99,0,0,4
315,Abdur Rehman (PAK),BIS,2007-2014,10,7,2,21,8,4.2,38,55.26,0,0,1
316,Abdur Rehman (PAK),SENA,2007-2013,3,3,0,22,22,7.33,59,37.28,0,0,2
317,Abid Ali (PAK),H,2019-2020,3,3,0,117,74,39,121,96.69,0,1,0
318,Abid Ali (PAK),A,2019-2019,1,1,0,5,5,5,9,55.55,0,0,0
319,Abid Ali (PAK),N,2019-2019,2,2,0,112,112,56,120,93.33,1,0,1
320,Abid Ali (PAK),T,2019-2020,6,6,0,234,112,39,250,93.6,1,1,1
321,Abid Ali (PAK),SENA,2019-2019,1,1,0,5,5,5,9,55.55,0,0,0
322,Abu Hider (BAN),H,2018-2018,1,-,-,-,-,-,-,-,-,-,-
323,Abu Hider (BAN),N,2018-2018,1,1,0,1,1,1,11,9.09,0,0,0
324,Abu Hider (BAN),T,2018-2018,2,1,0,1,1,1,11,9.09,0,0,0
325,Abu Hider (BAN),BIS,2018-2018,1,-,-,-,-,-,-,-,-,-,-
326,Abu Jayed (BAN),A,2019-2019,1,-,-,-,-,-,-,-,-,-,-
327,Abu Jayed (BAN),N,2019-2019,1,-,-,-,-,-,-,-,-,-,-
328,Abu Jayed (BAN),T,2019-2019,2,-,-,-,-,-,-,-,-,-,-
329,Abul Hasan (BAN),H,2012-2018,6,2,0,8,7,4,10,80,0,0,0
330,Abul Hasan (BAN),A,2013-2013,1,1,0,3,3,3,6,50,0,0,0
331,Abul Hasan (BAN),T,2012-2018,7,3,0,11,7,3.66,16,68.75,0,0,0
332,Abul Hasan (BAN),BIS,2012-2018,7,3,0,11,7,3.66,16,68.75,0,0,0
333,AC Agar (AUS),H,2020-2022,5,3,1,46,28,23,42,109.52,0,0,1
334,AC Agar (AUS),A,2015-2023,16,14,3,228,46,20.72,277,82.31,0,0,2
335,AC Agar (AUS),T,2015-2023,21,17,4,274,46,21.07,319,85.89,0,0,3
336,AC Agar (AUS),BIS,2017-2023,7,6,2,65,25,16.25,77,84.41,0,0,1
337,AC Agar (AUS),SENA,2015-2022,13,10,1,190,46,21.11,209,90.9,0,0,2
338,AC Bedade (IND),H,1994-1994,5,4,2,80,51,40,91,87.91,0,1,0
339,AC Bedade (IND),A,1994-1994,4,3,1,32,21,16,39,82.05,0,0,0
340,AC Bedade (IND),N,1994-1994,4,3,0,46,44,15.33,53,86.79,0,0,0
341,AC Bedade (IND),T,1994-1994,13,10,3,158,51,22.57,183,86.33,0,1,0
342,AC Bedade (IND),BIS,1994-1994,9,7,3,106,51,26.5,125,84.8,0,1,0
343,AC Botha (IRE),H,2006-2009,12,11,2,274,52,30.44,369,74.25,0,1,1
344,AC Botha (IRE),A,2006-2011,15,14,0,247,34,17.64,376,65.69,0,0,1
345,AC Botha (IRE),N,2006-2011,15,13,2,145,56,13.18,225,64.44,0,1,3
346,AC Botha (IRE),T,2006-2011,42,38,4,666,56,19.58,970,68.65,0,2,5
347,AC Botha (IRE),BIS,2008-2011,5,5,0,80,34,16,110,72.72,0,0,1
348,AC Botha (IRE),SENA,2009-2009,1,1,1,15,15*,-,14,107.14,0,0,0
349,AC Cummins (CAN/WI),A,1991-2007,31,22,5,197,44*,11.58,260,75.76,0,0,1
350,AC Cummins (CAN/WI),N,1991-2007,36,22,6,225,41,14.06,261,86.2,0,0,3
351,AC Cummins (CAN/WI),T,1991-2007,76,49,13,486,44*,13.5,586,82.93,0,0,4
352,AC Cummins (WI),H,1992-1994,9,5,2,64,24,21.33,65,98.46,0,0,0
353,AC Cummins (WI),BIS,1993-1994,17,15,1,222,41,15.85,262,84.73,0,0,1
354,AC Cummins (WI),SENA,1991-1995,27,16,7,141,44*,15.66,192,73.43,0,0,1
355,AC Dale (AUS),H,1997-2000,13,5,2,27,15,9,54,50,0,0,1
356,AC Dale (AUS),A,1997-1999,13,6,5,48,15*,48,77,62.33,0,0,0
357,AC Dale (AUS),N,1998-1999,4,1,1,3,3*,-,5,60,0,0,0
358,AC Dale (AUS),T,1997-2000,30,12,8,78,15*,19.5,136,57.35,0,0,1
359,AC Dale (AUS),BIS,1998-1999,2,1,1,4,4*,-,6,66.66,0,0,0
360,AC Dale (AUS),SENA,1997-2000,25,11,7,74,15*,18.5,130,56.92,0,0,1
361,AC Dawson (SA),H,2001-2001,1,-,-,-,-,-,-,-,-,-,-
362,AC Dawson (SA),A,2003-2004,9,4,2,52,23*,26,58,89.65,0,0,0
363,AC Dawson (SA),N,1998-2003,9,3,2,17,7*,17,9,188.88,0,0,0
364,AC Dawson (SA),T,1998-2004,19,7,4,69,23*,23,67,102.98,0,0,0
365,AC Dawson (SA),BIS,1998-2004,11,5,3,40,15,20,33,121.21,0,0,0
366,AC Dawson (SA),SENA,2001-2003,3,-,-,-,-,-,-,-,-,-,-
367,AC Evans (SCOT),H,2009-2019,16,5,1,17,9*,4.25,33,51.51,0,0,1
368,AC Evans (SCOT),A,2014-2021,9,5,2,28,22,9.33,47,59.57,0,0,1
369,AC Evans (SCOT),N,2015-2021,16,8,5,55,28,18.33,77,71.42,0,0,0
370,AC Evans (SCOT),T,2009-2021,41,18,8,100,28,10,157,63.69,0,0,2
371,AC Evans (SCOT),SENA,2015-2015,4,4,2,38,28,19,57,66.66,0,0,0
372,AC Gilchrist (AUS),H,1997-2008,115,110,3,3960,172,37,4010,98.75,9,19,8
373,AC Gilchrist (AUS),A,1997-2007,110,107,3,3642,128,35.01,3778,96.4,6,21,7
374,AC Gilchrist (AUS),BIS,1996-2007,47,45,1,1501,111,34.11,1533,97.91,1,12,4
375,AC Gilchrist (AUS/ICC),N,1996-2007,62,62,5,2017,149,35.38,2134,94.51,1,15,4
376,AC Gilchrist (AUS/ICC),T,1996-2008,287,279,11,9619,172,35.89,9922,96.94,16,55,19
377,AC Gilchrist (AUS/ICC),SENA,1997-2008,195,189,8,6570,172,36.29,6688,98.23,13,36,14
378,AC Hudson (SA),H,1992-1997,35,35,0,1097,108,31.34,1841,59.58,1,8,2
379,AC Hudson (SA),A,1991-1997,25,24,0,505,62,21.04,865,58.38,0,2,2
380,AC Hudson (SA),N,1992-1997,29,29,1,957,161,34.17,1254,76.31,1,8,2
381,AC Hudson (SA),T,1991-1997,89,88,1,2559,161,29.41,3960,64.62,2,18,6
382,AC Hudson (SA),BIS,1991-1996,17,16,0,403,68,25.18,656,61.43,0,3,1
383,AC Hudson (SA),SENA,1992-1997,49,49,0,1453,108,29.65,2424,59.94,1,11,3
384,AC Parore (NZ),H,1992-2001,75,63,12,1136,61*,22.27,1716,66.2,0,1,9
385,AC Parore (NZ),A,1992-2002,50,46,6,1084,108,27.1,1541,70.34,1,4,3
386,AC Parore (NZ),N,1994-2002,54,52,14,1094,93,28.78,1610,67.95,0,9,7
387,AC Parore (NZ),T,1992-2002,179,161,32,3314,108,25.68,4867,68.09,1,14,19
388,AC Parore (NZ),BIS,1992-2001,30,30,6,664,96,27.66,993,66.86,0,6,3
389,AC Parore (NZ),SENA,1992-2002,114,97,21,1800,108,23.68,2599,69.25,1,4,13
390,AC Valthapa (UAE),A,2023-2023,2,1,0,14,14,14,22,63.63,0,0,0
391,AC Valthapa (UAE),N,2023-2023,1,-,-,-,-,-,-,-,-,-,-
392,AC Valthapa (UAE),T,2023-2023,3,1,0,14,14,14,22,63.63,0,0,0
393,AC Voges (AUS),H,2010-2013,7,7,3,313,112*,78.25,325,96.3,1,1,0
394,AC Voges (AUS),A,2007-2013,22,19,6,437,76*,33.61,535,81.68,0,2,0
395,AC Voges (AUS),N,2013-2013,2,2,0,120,71,60,138,86.95,0,1,0
396,AC Voges (AUS),T,2007-2013,31,28,9,870,112*,45.78,998,87.17,1,4,0
397,AC Voges (AUS),BIS,2009-2013,11,10,3,228,76*,32.57,280,81.42,0,1,0
398,AC Voges (AUS),SENA,2007-2013,18,17,6,570,112*,51.81,654,87.15,1,2,0
399,AC Waller (ZIM),H,1992-1997,10,10,0,182,48,18.2,279,65.23,0,0,2
400,AC Waller (ZIM),A,1987-1997,10,10,0,210,52,21,350,60,0,1,1
401,AC Waller (ZIM),N,1987-1997,19,18,3,426,83*,28.4,543,78.45,0,3,1
402,AC Waller (ZIM),T,1987-1997,39,38,3,818,83*,23.37,1172,69.79,0,4,4
403,AC Waller (ZIM),BIS,1987-1996,16,15,1,383,67,27.35,589,65.02,0,2,0
404,AC Waller (ZIM),SENA,1992-1997,13,13,2,253,83*,23,304,83.22,0,2,2
405,ACI Lock (ZIM),A,1996-1996,4,1,1,2,2*,-,4,50,0,0,0
406,ACI Lock (ZIM),N,1996-1996,4,2,1,6,5,6,16,37.5,0,0,0
407,ACI Lock (ZIM),T,1996-1996,8,3,2,8,5,8,20,40,0,0,0
408,ACI Lock (ZIM),BIS,1996-1996,6,3,2,8,5,8,20,40,0,0,0
409,ACI Lock (ZIM),SENA,1996-1996,2,-,-,-,-,-,-,-,-,-,-
410,ACL Richards (WI),N,2007-2007,1,1,0,2,2,2,2,100,0,0,0
411,ACL Richards (WI),T,2007-2007,1,1,0,2,2,2,2,100,0,0,0
412,AD Brown (ENG),H,1996-2001,11,11,0,278,118,25.27,314,88.53,1,1,2
413,AD Brown (ENG),N,1997-1998,5,5,0,76,41,15.2,113,67.25,0,0,0
414,AD Brown (ENG),T,1996-2001,16,16,0,354,118,22.12,427,82.9,1,1,2
415,AD Brown (ENG),BIS,1998-1998,1,1,0,6,6,6,10,60,0,0,0
416,AD Brown (ENG),SENA,1996-2001,11,11,0,278,118,25.27,314,88.53,1,1,2
417,AD Gaekwad (IND),H,1983-1987,3,3,0,12,12,4,38,31.57,0,0,2
418,AD Gaekwad (IND),A,1975-1984,7,7,1,166,78*,27.66,307,54.07,0,1,0
419,AD Gaekwad (IND),N,1975-1979,5,4,0,91,37,22.75,164,55.48,0,0,0
420,AD Gaekwad (IND),T,1975-1987,15,14,1,269,78*,20.69,509,52.84,0,1,2
421,AD Gaekwad (IND),BIS,1983-1987,3,3,0,12,12,4,38,31.57,0,0,2
422,AD Gaekwad (IND),SENA,1975-1979,8,7,0,129,37,18.42,249,51.8,0,0,0
423,AD Hales (ENG),H,2014-2018,40,39,3,1304,171,36.22,1256,103.82,3,6,3
424,AD Hales (ENG),A,2014-2019,24,22,0,880,112,40,1002,87.82,2,8,2
425,AD Hales (ENG),N,2015-2015,6,6,0,235,109,39.16,269,87.36,1,0,0
426,AD Hales (ENG),T,2014-2019,70,67,3,2419,171,37.79,2527,95.72,6,14,5
427,AD Hales (ENG),BIS,2014-2018,7,7,0,69,27,9.85,100,69,0,0,2
428,AD Hales (ENG),SENA,2014-2018,53,52,3,1912,171,39.02,1954,97.85,4,12,3
429,AD Mascarenhas (ENG),H,2007-2009,12,9,1,151,52,18.87,131,115.26,0,1,1
430,AD Mascarenhas (ENG),A,2008-2009,8,4,1,94,36,31.33,126,74.6,0,0,1
431,AD Mascarenhas (ENG),T,2007-2009,20,13,2,245,52,22.27,257,95.33,0,1,2
432,AD Mascarenhas (ENG),SENA,2007-2009,15,10,2,180,52,22.5,143,125.87,0,1,1
433,AD Mathews (SL),H,2009-2020,101,81,20,2314,97*,37.93,2780,83.23,0,18,7
434,AD Mathews (SL),A,2008-2023,74,66,18,2228,139*,46.41,2560,87.03,2,14,6
435,AD Mathews (SL),N,2009-2019,45,43,10,1311,113,39.72,1697,77.25,1,8,3
436,AD Mathews (SL),T,2008-2023,220,190,48,5853,139*,41.21,7037,83.17,3,40,16
437,AD Mathews (SL),BIS,2009-2020,123,103,33,3293,139*,47.04,3876,84.95,2,24,7
438,AD Mathews (SL),SENA,2009-2023,70,61,12,1861,113,37.97,2234,83.3,1,13,7
439,AD Mullally (ENG),H,1996-2001,24,12,4,18,6,2.25,102,17.64,0,0,4
440,AD Mullally (ENG),A,1996-2001,20,11,4,66,20,9.42,121,54.54,0,0,2
441,AD Mullally (ENG),N,1999-1999,6,2,2,2,2*,-,15,13.33,0,0,0
442,AD Mullally (ENG),T,1996-2001,50,25,10,86,20,5.73,238,36.13,0,0,6
443,AD Mullally (ENG),BIS,2001-2001,3,3,1,9,8*,4.5,25,36,0,0,1
444,AD Mullally (ENG),SENA,1996-2001,39,17,6,50,14*,4.54,163,30.67,0,0,4
445,AD Poynter (IRE),H,2008-2014,7,5,2,74,22*,24.66,142,52.11,0,0,0
446,AD Poynter (IRE),A,2008-2014,6,6,0,95,51,15.83,133,71.42,0,1,1
447,AD Poynter (IRE),N,2008-2010,6,5,1,86,78,21.5,137,62.77,0,1,2
448,AD Poynter (IRE),T,2008-2014,19,16,3,255,78,19.61,412,61.89,0,2,3
449,AD Russell (WI),H,2011-2018,18,12,3,380,92*,42.22,299,127.09,0,2,0
450,AD Russell (WI),A,2011-2019,27,26,4,503,64*,22.86,384,130.98,0,2,4
451,AD Russell (WI),N,2011-2019,11,9,2,151,49,21.57,111,136.03,0,0,2
452,AD Russell (WI),T,2011-2019,56,47,9,1034,92*,27.21,794,130.22,0,4,6
453,AD Russell (WI),BIS,2011-2015,18,17,2,317,53,21.13,260,121.92,0,1,3
454,AD Russell (WI),SENA,2012-2019,20,18,4,337,64*,24.07,235,143.4,0,1,3
455,Adeel Raja (NED),H,2008-2010,7,2,0,0,0,0,4,0,0,0,2
456,Adeel Raja (NED),A,2002-2011,6,5,0,13,6,2.6,86,15.11,0,0,1
457,Adeel Raja (NED),N,2002-2011,8,5,2,15,8*,5,49,30.61,0,0,1
458,Adeel Raja (NED),T,2002-2011,21,12,2,28,8*,2.8,139,20.14,0,0,4
459,Adeel Raja (NED),BIS,2002-2011,4,4,0,7,5,1.75,34,20.58,0,0,2
460,Adeel Raja (NED),SENA,2003-2003,3,2,1,2,2,2,15,13.33,0,0,0
461,ADG Roberts (NZ),A,1976-1976,1,1,0,16,16,16,24,66.66,0,0,0
462,ADG Roberts (NZ),T,1976-1976,1,1,0,16,16,16,24,66.66,0,0,0
463,ADJ Pitcher (BMUDA),A,2007-2007,2,2,0,12,12,6,16,75,0,0,1
464,ADJ Pitcher (BMUDA),N,2007-2007,1,1,0,8,8,8,12,66.66,0,0,0
465,ADJ Pitcher (BMUDA),T,2007-2007,3,3,0,20,12,6.66,28,71.42,0,0,1
466,Adnan Akmal (PAK),A,2011-2011,3,2,1,51,27,51,65,78.46,0,0,0
467,Adnan Akmal (PAK),N,2012-2012,2,2,0,11,9,5.5,24,45.83,0,0,0
468,Adnan Akmal (PAK),T,2011-2012,5,4,1,62,27,20.66,89,69.66,0,0,0
469,Adnan Mufti (UAE),H,2017-2018,11,9,2,187,43*,26.71,259,72.2,0,0,0
470,Adnan Mufti (UAE),A,2018-2018,1,1,1,10,10*,-,13,76.92,0,0,0
471,Adnan Mufti (UAE),N,2018-2018,6,6,1,133,57*,26.6,137,97.08,0,1,0
472,Adnan Mufti (UAE),T,2017-2018,18,16,4,330,57*,27.5,409,80.68,0,1,0
473,ADR Campbell (ZIM),H,1992-2002,58,58,7,1694,131*,33.21,2571,65.88,2,11,4
474,ADR Campbell (ZIM),A,1992-2002,69,68,3,2063,124,31.73,3075,67.08,2,13,0
475,ADR Campbell (ZIM),N,1992-2003,61,58,4,1428,105*,26.44,2188,65.26,3,6,7
476,ADR Campbell (ZIM),T,1992-2003,188,184,14,5185,131*,30.5,7834,66.18,7,30,11
477,ADR Campbell (ZIM),BIS,1993-2002,41,39,0,1248,102,32,1883,66.27,2,9,4
478,ADR Campbell (ZIM),SENA,1992-2003,54,53,2,1365,124,26.76,2118,64.44,2,6,2
479,ADS Fletcher (WI),H,2008-2016,19,19,0,284,52,14.94,422,67.29,0,1,1
480,ADS Fletcher (WI),A,2015-2015,3,3,0,9,6,3,30,30,0,0,1
481,ADS Fletcher (WI),N,2009-2009,3,3,0,61,54,20.33,97,62.88,0,1,1
482,ADS Fletcher (WI),T,2008-2016,25,25,0,354,54,14.16,549,64.48,0,2,3
483,ADS Fletcher (WI),BIS,2015-2015,3,3,0,9,6,3,30,30,0,0,1
484,ADS Fletcher (WI),SENA,2009-2009,3,3,0,61,54,20.33,97,62.88,0,1,1
485,AE Greenidge (WI),H,1978-1978,1,1,0,23,23,23,33,69.69,0,0,0
486,AE Greenidge (WI),T,1978-1978,1,1,0,23,23,23,33,69.69,0,0,0
487,AF Buurman (NED),H,2007-2010,9,5,1,33,23,8.25,45,73.33,0,0,1
488,AF Buurman (NED),A,2007-2011,4,4,1,73,34,24.33,87,83.9,0,0,1
489,AF Buurman (NED),N,2007-2011,4,2,0,34,26,17,47,72.34,0,0,0
490,AF Buurman (NED),T,2007-2011,17,11,2,140,34,15.55,179,78.21,0,0,2
491,AF Buurman (NED),BIS,2011-2011,2,2,0,26,26,13,32,81.25,0,0,1
492,AF Giles (ENG),H,1997-2005,31,16,8,172,39,21.5,204,84.31,0,0,1
493,AF Giles (ENG),A,1999-2005,26,14,2,177,41,14.75,298,59.39,0,0,1
494,AF Giles (ENG),N,1998-2003,5,5,3,36,17,18,49,73.46,0,0,0
495,AF Giles (ENG),T,1997-2005,62,35,13,385,41,17.5,551,69.87,0,0,2
496,AF Giles (ENG),BIS,1998-2003,9,6,2,53,21,13.25,103,51.45,0,0,1
497,AF Giles (ENG),SENA,1997-2005,47,26,10,315,41,19.68,411,76.64,0,0,1
498,AF Milne (NZ),H,2014-2022,23,9,4,99,36,19.8,108,91.66,0,0,1
499,AF Milne (NZ),A,2012-2023,16,9,3,58,15*,9.66,61,95.08,0,0,2
500,AF Milne (NZ),N,2014-2017,6,2,0,18,11,9,15,120,0,0,0
501,AF Milne (NZ),T,2012-2023,45,20,7,175,36,13.46,184,95.1,0,0,3
502,AF Milne (NZ),BIS,2012-2017,8,2,1,12,12*,12,4,300,0,0,1
503,AF Milne (NZ),SENA,2014-2022,29,14,5,146,36,16.22,155,94.19,0,0,1
504,AF Sattaur (CAN),N,2003-2003,3,3,0,20,13,6.66,60,33.33,0,0,1
505,AF Sattaur (CAN),T,2003-2003,3,3,0,20,13,6.66,60,33.33,0,0,1
506,AF Sattaur (CAN),SENA,2003-2003,3,3,0,20,13,6.66,60,33.33,0,0,1
507,AFG Griffith (WI),A,1996-2000,3,3,1,36,35,18,57,63.15,0,0,0
508,AFG Griffith (WI),N,1997-2000,6,5,0,63,47,12.6,120,52.5,0,0,0
509,AFG Griffith (WI),T,1996-2000,9,8,1,99,47,14.14,177,55.93,0,0,0
510,AFG Griffith (WI),SENA,1996-2000,7,6,1,95,47,19,157,60.5,0,0,0
511,Afif Hossain (BAN),H,2020-2023,13,13,3,232,93*,23.2,279,83.15,0,1,1
512,Afif Hossain (BAN),A,2021-2022,12,9,2,310,85*,44.28,336,92.26,0,2,1
513,Afif Hossain (BAN),T,2020-2023,25,22,5,542,93*,31.88,615,88.13,0,3,2
514,Afif Hossain (BAN),BIS,2020-2023,13,13,3,232,93*,23.2,279,83.15,0,1,1
515,Afif Hossain (BAN),SENA,2022-2022,3,2,0,89,72,44.5,120,74.16,0,1,0
516,Afsar Zazai (AFG),A,2014-2017,9,8,0,171,60,21.37,339,50.44,0,2,1
517,Afsar Zazai (AFG),N,2015-2015,8,8,1,93,48*,13.28,149,62.41,0,0,2
518,Afsar Zazai (AFG),T,2014-2017,17,16,1,264,60,17.6,488,54.09,0,2,3
519,Afsar Zazai (AFG),SENA,2015-2015,6,6,0,36,19,6,99,36.36,0,0,2
520,Aftab Ahmed (BAN),H,2004-2010,35,35,5,987,81*,32.9,1132,87.19,0,9,2
521,Aftab Ahmed (BAN),A,2005-2010,32,32,0,656,92,20.5,859,76.36,0,4,4
522,Aftab Ahmed (BAN),N,2004-2007,18,18,1,311,59,18.29,362,85.91,0,1,2
523,Aftab Ahmed (BAN),T,2004-2010,85,85,6,1954,92,24.73,2353,83.04,0,14,8
524,Aftab Ahmed (BAN),BIS,2004-2010,44,44,5,1169,81*,29.97,1401,83.44,0,10,2
525,Aftab Ahmed (BAN),SENA,2004-2010,13,13,1,229,54,19.08,344,66.56,0,2,2
526,Aftab Alam (AFG),A,2010-2019,12,6,4,34,16*,17,58,58.62,0,0,0
527,Aftab Alam (AFG),N,2010-2019,15,11,6,46,14,9.2,49,93.87,0,0,3
528,Aftab Alam (AFG),T,2010-2019,27,17,10,80,16*,11.42,107,74.76,0,0,3
529,Aftab Alam (AFG),BIS,2019-2019,1,1,0,0,0,0,4,0,0,0,1
530,Aftab Alam (AFG),SENA,2015-2019,4,4,1,28,14,9.33,24,116.66,0,0,1
531,Afzaal Haider (HKG),A,2008-2008,1,1,1,0,0*,-,0,-,0,0,0
532,Afzaal Haider (HKG),N,2004-2008,3,3,0,22,22,7.33,52,42.3,0,0,2
533,Afzaal Haider (HKG),T,2004-2008,4,4,1,22,22,7.33,52,42.3,0,0,2
534,Afzaal Haider (HKG),BIS,2004-2004,2,2,0,22,22,11,42,52.38,0,0,1
535,AG Cremer (ZIM),H,2009-2018,42,31,9,291,31*,13.22,454,64.09,0,0,6
536,AG Cremer (ZIM),A,2009-2018,37,25,7,216,24,12,405,53.33,0,0,1
537,AG Cremer (ZIM),N,2011-2018,17,15,4,237,58,21.54,337,70.32,0,1,0
538,AG Cremer (ZIM),T,2009-2018,96,71,20,744,58,14.58,1196,62.2,0,1,7
539,AG Cremer (ZIM),BIS,2009-2018,25,20,7,253,37,19.46,411,61.55,0,0,1
540,AG Cremer (ZIM),SENA,2009-2010,5,4,1,18,11,6,37,48.64,0,0,0
541,AG Davies (SCOT),H,1999-1999,2,2,0,56,32,28,113,49.55,0,0,0
542,AG Davies (SCOT),N,1999-1999,3,3,1,27,19,13.5,41,65.85,0,0,1
543,AG Davies (SCOT),T,1999-1999,5,5,1,83,32,20.75,154,53.89,0,0,1
544,AG Davies (SCOT),SENA,1999-1999,3,3,1,27,19,13.5,41,65.85,0,0,1
545,AG Huckle (ZIM),H,1998-1998,2,-,-,-,-,-,-,-,-,-,-
546,AG Huckle (ZIM),A,1997-1999,8,2,1,0,0*,0,0,-,0,0,1
547,AG Huckle (ZIM),N,1997-1999,9,6,3,9,5*,3,16,56.25,0,0,2
548,AG Huckle (ZIM),T,1997-1999,19,8,4,9,5*,2.25,16,56.25,0,0,3
549,AG Huckle (ZIM),BIS,1998-1999,8,4,3,6,5*,6,10,60,0,0,1
550,AG Huckle (ZIM),SENA,1999-1999,3,2,0,0,0,0,2,0,0,0,2
551,AG Hurst (AUS),H,1975-1979,5,2,2,1,1*,-,7,14.28,0,0,0
552,AG Hurst (AUS),A,1979-1979,1,1,1,3,3*,-,10,30,0,0,0
553,AG Hurst (AUS),N,1979-1979,2,1,1,3,3*,-,2,150,0,0,0
554,AG Hurst (AUS),T,1975-1979,8,4,4,7,3*,-,19,36.84,0,0,0
555,AG Hurst (AUS),SENA,1975-1979,8,4,4,7,3*,-,19,36.84,0,0,0
556,AG Prince (Afr/SA),N,2005-2007,15,12,3,256,78*,28.44,366,69.94,0,1,3
557,AG Prince (Afr/SA),T,2002-2007,52,41,12,1018,89*,35.1,1502,67.77,0,3,4
558,AG Prince (Afr/SA),SENA,2002-2007,35,30,9,736,78*,35.04,1073,68.59,0,2,3
559,AG Prince (SA),H,2002-2007,22,18,6,406,62*,33.83,575,70.6,0,1,1
560,AG Prince (SA),A,2004-2007,15,11,3,356,89*,44.5,561,63.45,0,1,0
561,AG Prince (SA),BIS,2005-2005,4,3,0,85,46,28.33,175,48.57,0,0,0
562,AG Puttick (SA),H,2005-2005,1,1,0,0,0,0,5,0,0,0,1
563,AG Puttick (SA),T,2005-2005,1,1,0,0,0,0,5,0,0,0,1
564,AG Puttick (SA),SENA,2005-2005,1,1,0,0,0,0,5,0,0,0,1
565,AG Wharf (ENG),H,2004-2004,7,4,2,16,9,8,24,66.66,0,0,1
566,AG Wharf (ENG),A,2004-2005,6,1,1,3,3*,-,4,75,0,0,0
567,AG Wharf (ENG),T,2004-2005,13,5,3,19,9,9.5,28,67.85,0,0,1
568,AG Wharf (ENG),SENA,2004-2005,9,5,3,19,9,9.5,28,67.85,0,0,1
569,AGD Wickremasinghe (SL),H,1992-1992,3,-,-,-,-,-,-,-,-,-,-
570,AGD Wickremasinghe (SL),N,1993-1993,1,1,0,2,2,2,10,20,0,0,0
571,AGD Wickremasinghe (SL),T,1992-1993,4,1,0,2,2,2,10,20,0,0,0
572,AGD Wickremasinghe (SL),BIS,1992-1992,3,-,-,-,-,-,-,-,-,-,-
573,Agha Salman (PAK),H,2023-2023,8,7,1,236,58,39.33,217,108.75,0,2,0
574,Agha Salman (PAK),A,2022-2022,3,3,2,101,50*,101,93,108.6,0,1,0
575,Agha Salman (PAK),T,2022-2023,11,10,3,337,58,48.14,310,108.7,0,3,0
576,AGR Loudon (ENG),H,2006-2006,1,1,0,0,0,0,0,-,0,0,1
577,AGR Loudon (ENG),T,2006-2006,1,1,0,0,0,0,0,-,0,0,1
578,AGR Loudon (ENG),SENA,2006-2006,1,1,0,0,0,0,0,-,0,0,1
579,AH Gray (WI),H,1988-1991,6,3,1,8,6,4,14,57.14,0,0,0
580,AH Gray (WI),A,1985-1987,12,4,2,23,10*,11.5,27,85.18,0,0,0
581,AH Gray (WI),N,1985-1987,7,4,2,20,10*,10,36,55.55,0,0,1
582,AH Gray (WI),T,1985-1991,25,11,5,51,10*,8.5,77,66.23,0,0,1
583,AH Gray (WI),SENA,1986-1987,9,6,2,26,10*,6.5,43,60.46,0,0,1
584,AH Jones (NZ),H,1988-1995,45,45,7,1378,90,36.26,2434,56.61,0,12,2
585,AH Jones (NZ),A,1987-1994,24,24,1,874,87,38,1512,57.8,0,10,0
