ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
1917,BCJ Cutting (AUS),C,2013-2014,4,2,0,53,27,26.5,67,79.1,0,0,0
1918,BCJ Cutting (AUS),S,2013-2013,3,1,0,27,27,27,45,60,0,0,0
1919,BCJ Cutting (AUS),O,2014-2014,1,1,0,26,26,26,22,118.18,0,0,0
1920,BD Glover (NED),H,2019-2021,3,2,1,20,18,20,34,58.82,0,0,0
1921,BD Glover (NED),A,2021-2023,4,2,1,8,6*,8,11,72.72,0,0,0
1922,BD Glover (NED),N,2022-2022,2,2,2,1,1*,-,1,100,0,0,0
1923,BD Glover (NED),C,2019-2023,9,6,4,29,18,14.5,46,63.04,0,0,0
1924,BD Glover (NED),S,2021-2022,3,2,1,8,6*,8,11,72.72,0,0,0
1925,BD Glover (NED),O,2019-2023,6,4,3,21,18,21,35,60,0,0,0
1926,BD Julien (WI),H,1977-1977,1,1,0,20,20,20,26,76.92,0,0,0
1927,BD Julien (WI),A,1973-1976,6,4,0,18,9,4.5,40,45,0,0,1
1928,BD Julien (WI),N,1975-1975,5,3,2,48,26*,48,82,58.53,0,0,0
1929,BD Julien (WI),C,1973-1977,12,8,2,86,26*,14.33,148,58.1,0,0,1
1930,BD Julien (WI),S,1973-1976,11,7,2,66,26*,13.2,122,54.09,0,0,1
1931,BD Julien (WI),O,1977-1977,1,1,0,20,20,20,26,76.92,0,0,0
1932,BDH Stevens (JER),N,2023-2023,1,1,0,1,1,1,5,20,0,0,0
1933,BDH Stevens (JER),C,2023-2023,1,1,0,1,1,1,5,20,0,0,0
1934,BDH Stevens (JER),O,2023-2023,1,1,0,1,1,1,5,20,0,0,0
1935,BE Congdon (NZ),H,1973-1976,7,6,2,282,101,70.5,369,76.42,1,1,0
1936,BE Congdon (NZ),A,1973-1978,4,3,1,56,52*,28,103,54.36,0,1,0
1937,BE Congdon (NZ),C,1973-1978,11,9,3,338,101,56.33,472,71.61,1,2,0
1938,BE Congdon (NZ),S,1973-1978,11,9,3,338,101,56.33,472,71.61,1,2,0
1939,BE Hendricks (SA),H,2019-2021,6,3,1,6,3,3,19,31.57,0,0,0
1940,BE Hendricks (SA),N,2019-2019,2,-,-,-,-,-,-,-,-,-,-
1941,BE Hendricks (SA),C,2019-2021,8,3,1,6,3,3,19,31.57,0,0,0
1942,BE Hendricks (SA),S,2019-2021,8,3,1,6,3,3,19,31.57,0,0,0
1943,BE Young (AUS),H,1998-1999,2,1,0,5,5,5,17,29.41,0,0,0
1944,BE Young (AUS),A,1998-1998,3,1,1,8,8*,-,6,133.33,0,0,0
1945,BE Young (AUS),N,1998-1998,1,1,0,18,18,18,24,75,0,0,0
1946,BE Young (AUS),C,1998-1999,6,3,1,31,18,15.5,47,65.95,0,0,0
1947,BE Young (AUS),B,1998-1998,1,1,0,18,18,18,24,75,0,0,0
1948,BE Young (AUS),S,1998-1999,2,1,0,5,5,5,17,29.41,0,0,0
1949,BE Young (AUS),O,1998-1998,3,1,1,8,8*,-,6,133.33,0,0,0
1950,BF Hastings (NZ),H,1973-1975,5,4,0,75,37,18.75,120,62.5,0,0,0
1951,BF Hastings (NZ),A,1973-1975,3,2,0,10,10,5,38,26.31,0,0,1
1952,BF Hastings (NZ),N,1975-1975,3,3,1,66,34,33,113,58.4,0,0,0
1953,BF Hastings (NZ),C,1973-1975,11,9,1,151,37,18.87,271,55.71,0,0,1
1954,BF Hastings (NZ),S,1973-1975,11,9,1,151,37,18.87,271,55.71,0,0,1
1955,BFW de Leede (NED),H,2018-2022,16,16,0,364,89,22.75,626,58.14,0,2,3
1956,BFW de Leede (NED),A,2021-2022,4,3,0,65,37,21.66,113,57.52,0,0,0
1957,BFW de Leede (NED),N,2022-2022,3,3,0,51,34,17,128,39.84,0,0,0
1958,BFW de Leede (NED),C,2018-2022,23,22,0,480,89,21.81,867,55.36,0,2,3
1959,BFW de Leede (NED),S,2021-2022,4,3,0,65,37,21.66,113,57.52,0,0,0
1960,BFW de Leede (NED),O,2018-2023,26,26,1,700,123,28,1036,67.56,1,2,3
1961,BG Hadlee (NZ),H,1975-1975,1,1,1,7,7*,-,16,43.75,0,0,0
1962,BG Hadlee (NZ),A,1975-1975,1,1,0,19,19,19,77,24.67,0,0,0
1963,BG Hadlee (NZ),C,1975-1975,2,2,1,26,19,26,93,27.95,0,0,0
1964,BG Hadlee (NZ),S,1975-1975,2,2,1,26,19,26,93,27.95,0,0,0
1965,BG Lister (NZ),A,2023-2023,1,1,1,1,1*,-,3,33.33,0,0,0
1966,BG Lister (NZ),C,2023-2023,1,1,1,1,1*,-,3,33.33,0,0,0
1967,BG Lister (NZ),O,2023-2023,1,1,1,1,1*,-,3,33.33,0,0,0
1968,BG Rogers (ZIM),H,2002-2004,7,7,0,178,54,25.42,240,74.16,0,2,2
1969,BG Rogers (ZIM),A,2005-2005,8,8,0,300,84,37.5,449,66.81,0,3,0
1970,BG Rogers (ZIM),C,2002-2005,15,15,0,478,84,31.86,689,69.37,0,5,2
1971,BG Rogers (ZIM),B,2005-2005,5,5,0,251,84,50.2,364,68.95,0,3,0
1972,BG Rogers (ZIM),S,2005-2005,3,3,0,49,47,16.33,85,57.64,0,0,0
1973,BG Rogers (ZIM),O,2002-2004,7,7,0,178,54,25.42,240,74.16,0,2,2
1974,BGK Walker (NZ),H,2001-2001,1,-,-,-,-,-,-,-,-,-,-
1975,BGK Walker (NZ),A,2000-2002,6,4,2,25,10,12.5,33,75.75,0,0,0
1976,BGK Walker (NZ),N,2001-2002,4,3,2,22,16*,22,46,47.82,0,0,0
1977,BGK Walker (NZ),C,2000-2002,11,7,4,47,16*,15.66,79,59.49,0,0,0
1978,BGK Walker (NZ),S,2000-2001,4,2,2,7,5*,-,14,50,0,0,0
1979,BGK Walker (NZ),O,2001-2002,7,5,2,40,16*,13.33,65,61.53,0,0,0
1980,BHG Gorlee (NED),N,2022-2022,3,3,0,29,16,9.66,55,52.72,0,0,0
1981,BHG Gorlee (NED),C,2022-2022,3,3,0,29,16,9.66,55,52.72,0,0,0
1982,BHG Gorlee (NED),O,2022-2022,3,3,0,29,16,9.66,55,52.72,0,0,0
1983,Bhupinder Singh snr (IND),A,1994-1994,1,-,-,-,-,-,-,-,-,-,-
1984,Bhupinder Singh snr (IND),N,1994-1994,1,1,0,6,6,6,13,46.15,0,0,0
1985,Bhupinder Singh snr (IND),C,1994-1994,2,1,0,6,6,6,13,46.15,0,0,0
1986,Bhupinder Singh snr (IND),O,1994-1994,2,1,0,6,6,6,13,46.15,0,0,0
1987,Bikram Sob (NEPAL),A,2021-2022,2,2,0,3,2,1.5,13,23.07,0,0,0
1988,Bikram Sob (NEPAL),N,2021-2021,3,2,1,1,1,1,4,25,0,0,0
1989,Bikram Sob (NEPAL),C,2021-2022,5,4,1,4,2,1.33,17,23.52,0,0,0
1990,Bikram Sob (NEPAL),O,2021-2022,5,4,1,4,2,1.33,17,23.52,0,0,0
1991,Bilal Asif (PAK),A,2015-2015,2,2,0,38,38,19,42,90.47,0,0,1
1992,Bilal Asif (PAK),N,2015-2015,1,1,0,2,2,2,7,28.57,0,0,0
1993,Bilal Asif (PAK),C,2015-2015,3,3,0,40,38,13.33,49,81.63,0,0,1
1994,Bilal Asif (PAK),O,2015-2015,3,3,0,40,38,13.33,49,81.63,0,0,1
1995,Bilal Khan (OMA),H,2020-2022,13,6,2,15,9,3.75,24,62.5,0,0,1
1996,Bilal Khan (OMA),A,2019-2023,11,7,5,11,8*,5.5,23,47.82,0,0,2
1997,Bilal Khan (OMA),N,2019-2023,14,3,2,1,1*,1,9,11.11,0,0,1
1998,Bilal Khan (OMA),C,2019-2023,38,16,9,27,9,3.85,56,48.21,0,0,4
1999,Bilal Khan (OMA),O,2019-2023,45,19,11,30,9,3.75,69,43.47,0,0,5
2000,Bilawal Bhatti (PAK),A,2013-2015,5,5,0,70,39,14,61,114.75,0,0,1
2001,Bilawal Bhatti (PAK),N,2013-2014,5,2,1,19,18,19,14,135.71,0,0,0
2002,Bilawal Bhatti (PAK),C,2013-2015,10,7,1,89,39,14.83,75,118.66,0,0,1
2003,Bilawal Bhatti (PAK),B,2014-2014,1,1,0,18,18,18,13,138.46,0,0,0
2004,Bilawal Bhatti (PAK),S,2013-2015,5,5,0,70,39,14,61,114.75,0,0,1
2005,Bilawal Bhatti (PAK),O,2013-2013,4,1,1,1,1*,-,1,100,0,0,0
2006,BJ Diamanti (NZ),A,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
2007,BJ Diamanti (NZ),C,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
2008,BJ Diamanti (NZ),S,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
2009,BJ Haddin (AUS),H,2001-2015,61,52,9,1341,109,31.18,1523,88.04,1,4,0
2010,BJ Haddin (AUS),A,2004-2015,41,39,4,1122,110,32.05,1318,85.12,1,8,1
2011,BJ Haddin (AUS),N,2004-2014,24,24,3,659,88,31.38,865,76.18,0,4,1
2012,BJ Haddin (AUS),C,2001-2015,126,115,16,3122,110,31.53,3706,84.24,2,16,2
2013,BJ Haddin (AUS),B,2004-2013,25,24,4,674,88,33.7,864,78,0,6,0
2014,BJ Haddin (AUS),S,2001-2015,80,70,9,1936,110,31.73,2173,89.09,2,8,1
2015,BJ Haddin (AUS),O,2004-2014,21,21,3,512,70,28.44,669,76.53,0,2,1
2016,BJ Hodge (AUS),H,2006-2007,7,7,1,161,99*,26.83,172,93.6,0,1,1
2017,BJ Hodge (AUS),A,2005-2007,13,12,1,262,97*,23.81,368,71.19,0,2,2
2018,BJ Hodge (AUS),N,2007-2007,5,2,0,152,123,76,117,129.91,1,0,0
2019,BJ Hodge (AUS),C,2005-2007,25,21,2,575,123,30.26,657,87.51,1,3,3
2020,BJ Hodge (AUS),B,2007-2007,7,6,0,59,20,9.83,108,54.62,0,0,1
2021,BJ Hodge (AUS),S,2005-2007,13,13,2,364,99*,33.09,432,84.25,0,3,2
2022,BJ Hodge (AUS),O,2007-2007,5,2,0,152,123,76,117,129.91,1,0,0
2023,BJ McCarthy (IRE),H,2016-2019,14,11,3,81,18,10.12,137,59.12,0,0,1
2024,BJ McCarthy (IRE),A,2017-2021,13,8,1,51,17*,7.28,93,54.83,0,0,1
2025,BJ McCarthy (IRE),N,2016-2021,11,7,2,30,13,6,55,54.54,0,0,2
2026,BJ McCarthy (IRE),C,2016-2021,38,26,6,162,18,8.1,285,56.84,0,0,4
2027,BJ McCarthy (IRE),B,2019-2019,1,1,0,0,0,0,4,0,0,0,1
2028,BJ McCarthy (IRE),S,2016-2020,3,3,0,18,13,6,45,40,0,0,0
2029,BJ McCarthy (IRE),O,2016-2023,38,24,7,153,18,9,250,61.2,0,0,3
2030,BJ McKechnie (NZ),H,1976-1976,2,1,0,8,8,8,21,38.09,0,0,0
2031,BJ McKechnie (NZ),A,1975-1981,6,5,3,32,27,16,71,45.07,0,0,1
2032,BJ McKechnie (NZ),N,1975-1979,6,2,1,14,13*,14,53,26.41,0,0,0
2033,BJ McKechnie (NZ),C,1975-1981,14,8,4,54,27,13.5,145,37.24,0,0,1
2034,BJ McKechnie (NZ),S,1975-1981,14,8,4,54,27,13.5,145,37.24,0,0,1
2035,BJ Patel (KENYA),H,2001-2006,5,4,0,83,42,20.75,167,49.7,0,0,0
2036,BJ Patel (KENYA),A,2001-2006,13,11,2,127,44,14.11,267,47.56,0,0,1
2037,BJ Patel (KENYA),N,2001-2004,13,10,1,150,40*,16.66,302,49.66,0,0,3
2038,BJ Patel (KENYA),C,2001-2006,31,25,3,360,44,16.36,736,48.91,0,0,4
2039,BJ Patel (KENYA),B,2002-2002,2,2,0,35,35,17.5,64,54.68,0,0,1
2040,BJ Patel (KENYA),S,2001-2004,12,7,1,91,40*,15.16,202,45.04,0,0,1
2041,BJ Patel (KENYA),O,2001-2006,17,16,2,234,44,16.71,470,49.78,0,0,2
2042,BJ Watling (NZ),H,2013-2013,3,3,0,10,7,3.33,39,25.64,0,0,0
2043,BJ Watling (NZ),A,2010-2016,23,21,2,561,96*,29.52,788,71.19,0,5,3
2044,BJ Watling (NZ),N,2010-2018,2,1,0,2,2,2,11,18.18,0,0,0
2045,BJ Watling (NZ),C,2010-2018,28,25,2,573,96*,24.91,838,68.37,0,5,3
2046,BJ Watling (NZ),B,2010-2016,13,11,1,264,96*,26.4,376,70.21,0,3,2
2047,BJ Watling (NZ),S,2013-2016,9,9,0,118,45,13.11,238,49.57,0,0,0
2048,BJ Watling (NZ),O,2011-2018,6,5,1,191,72*,47.75,224,85.26,0,2,1
2049,BKG Mendis (SL),H,2016-2022,42,42,5,1373,119,37.1,1577,87.06,2,10,4
2050,BKG Mendis (SL),A,2016-2023,36,34,1,911,77,27.6,1136,80.19,0,8,5
2051,BKG Mendis (SL),N,2016-2019,17,17,0,370,94,21.76,439,84.28,0,2,4
2052,BKG Mendis (SL),C,2016-2023,95,93,6,2654,119,30.5,3152,84.2,2,20,13
2053,BKG Mendis (SL),B,2016-2023,53,52,5,1555,119,33.08,1807,86.05,2,10,6
2054,BKG Mendis (SL),S,2016-2023,30,30,0,795,89,26.5,1029,77.25,0,6,5
2055,BKG Mendis (SL),O,2016-2023,20,18,3,495,94,33,547,90.49,0,5,3
2056,BKV Prasad (IND),H,1994-2000,46,13,4,54,19,6,94,57.44,0,0,2
2057,BKV Prasad (IND),A,1994-2001,41,15,8,32,10*,4.57,53,60.37,0,0,4
2058,BKV Prasad (IND),N,1994-2001,74,35,19,135,19,8.43,220,61.36,0,0,2
2059,BKV Prasad (IND),C,1994-2001,161,63,31,221,19,6.9,367,60.21,0,0,8
2060,BKV Prasad (IND),B,1994-2000,67,18,8,63,19,6.3,108,58.33,0,0,3
2061,BKV Prasad (IND),S,1994-2001,36,18,10,61,14,7.62,103,59.22,0,0,3
2062,BKV Prasad (IND),O,1994-2000,58,27,13,97,19,6.92,156,62.17,0,0,2
2063,BL Cairns (NZ),H,1974-1985,21,15,3,279,44,23.25,259,107.72,0,0,1
2064,BL Cairns (NZ),A,1976-1985,35,33,2,416,60,13.41,418,99.52,0,2,3
2065,BL Cairns (NZ),N,1975-1985,22,17,1,292,49,18.25,264,110.6,0,0,2
2066,BL Cairns (NZ),C,1974-1985,78,65,6,987,60,16.72,941,104.88,0,2,6
2067,BL Cairns (NZ),B,1984-1984,4,4,1,50,40*,16.66,48,104.16,0,0,0
2068,BL Cairns (NZ),S,1974-1985,64,52,5,824,60,17.53,770,107.01,0,2,5
2069,BL Cairns (NZ),O,1976-1985,10,9,0,113,33,12.55,123,91.86,0,0,1
2070,BL D'Oliveira (ENG),H,1972-1972,3,3,1,13,6,6.5,27,48.14,0,0,0
2071,BL D'Oliveira (ENG),A,1971-1971,1,1,0,17,17,17,16,106.25,0,0,0
2072,BL D'Oliveira (ENG),C,1971-1972,4,4,1,30,17,10,43,69.76,0,0,0
2073,BL D'Oliveira (ENG),S,1971-1972,4,4,1,30,17,10,43,69.76,0,0,0
2074,BL Kotze (NAM),A,2003-2003,1,-,-,-,-,-,-,-,-,-,-
2075,BL Kotze (NAM),N,2003-2003,4,4,1,27,24*,9,51,52.94,0,0,2
2076,BL Kotze (NAM),C,2003-2003,5,4,1,27,24*,9,51,52.94,0,0,2
2077,BL Kotze (NAM),S,2003-2003,4,4,1,27,24*,9,51,52.94,0,0,2
2078,BL Kotze (NAM),O,2003-2003,1,-,-,-,-,-,-,-,-,-,-
2079,BM Duckett (ENG),A,2016-2023,6,6,0,146,63,24.33,194,75.25,0,2,2
2080,BM Duckett (ENG),C,2016-2023,6,6,0,146,63,24.33,194,75.25,0,2,2
2081,BM Duckett (ENG),B,2016-2016,3,3,0,123,63,41,152,80.92,0,2,1
2082,BM Duckett (ENG),S,2023-2023,3,3,0,23,20,7.66,42,54.76,0,0,1
2083,BM Laird (AUS),H,1979-1982,16,16,1,316,117*,21.06,625,50.56,1,0,0
2084,BM Laird (AUS),A,1980-1982,7,7,2,278,91*,55.6,480,57.91,0,2,0
2085,BM Laird (AUS),C,1979-1982,23,23,3,594,117*,29.7,1105,53.75,1,2,0
2086,BM Laird (AUS),S,1979-1982,21,21,2,459,117*,24.15,916,50.1,1,1,0
2087,BM Laird (AUS),O,1982-1982,2,2,1,135,91*,135,189,71.42,0,1,0
2088,BM Mauricette (CAN),A,1979-1979,1,1,0,0,0,0,8,0,0,0,1
2089,BM Mauricette (CAN),N,1979-1979,2,2,0,20,15,10,60,33.33,0,0,0
2090,BM Mauricette (CAN),C,1979-1979,3,3,0,20,15,6.66,68,29.41,0,0,1
2091,BM Mauricette (CAN),S,1979-1979,3,3,0,20,15,6.66,68,29.41,0,0,1
2092,BM McMillan (SA),H,1992-1996,21,13,4,185,45*,20.55,295,62.71,0,0,0
2093,BM McMillan (SA),A,1991-1998,26,20,4,381,127,23.81,498,76.5,1,0,2
2094,BM McMillan (SA),N,1992-1998,31,19,8,275,37*,25,354,77.68,0,0,1
2095,BM McMillan (SA),C,1991-1998,78,52,16,841,127,23.36,1147,73.32,1,0,3
2096,BM McMillan (SA),B,1991-1996,16,12,4,240,48*,30,326,73.61,0,0,0
2097,BM McMillan (SA),S,1992-1998,46,29,8,370,45*,17.61,577,64.12,0,0,3
2098,BM McMillan (SA),O,1994-1996,16,11,4,231,127,33,244,94.67,1,0,0
2099,BM Scholtz (NAM),H,2019-2023,16,8,5,57,18*,19,65,87.69,0,0,1
2100,BM Scholtz (NAM),A,2019-2023,12,7,4,30,13*,10,69,43.47,0,0,1
2101,BM Scholtz (NAM),N,2019-2023,13,8,2,89,30,14.83,159,55.97,0,0,0
2102,BM Scholtz (NAM),C,2019-2023,41,23,11,176,30,14.66,293,60.06,0,0,2
2103,BM Scholtz (NAM),O,2019-2023,41,23,11,176,30,14.66,293,60.06,0,0,2
2104,BM Tickner (NZ),H,2022-2023,4,2,2,7,6*,-,7,100,0,0,0
2105,BM Tickner (NZ),A,2022-2023,9,5,3,9,6,4.5,21,42.85,0,0,0
2106,BM Tickner (NZ),C,2022-2023,13,7,5,16,6*,8,28,57.14,0,0,0
2107,BM Tickner (NZ),B,2023-2023,3,3,2,3,2,3,10,30,0,0,0
2108,BM Tickner (NZ),S,2022-2023,4,2,2,7,6*,-,7,100,0,0,0
2109,BM Tickner (NZ),O,2022-2023,6,2,1,6,6,6,11,54.54,0,0,0
2110,BM Wheeler (NZ),A,2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0
2111,BM Wheeler (NZ),C,2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0
2112,BM Wheeler (NZ),S,2015-2015,5,4,4,58,39*,-,47,123.4,0,0,0
2113,BM Wheeler (NZ),O,2015-2015,1,-,-,-,-,-,-,-,-,-,-
2114,BMAJ Mendis (SL),H,2011-2014,22,15,5,240,72,24,258,93.02,0,1,1
2115,BMAJ Mendis (SL),A,2010-2019,26,19,2,255,48,15,307,83.06,0,0,1
2116,BMAJ Mendis (SL),N,2010-2019,10,10,3,141,35*,20.14,204,69.11,0,0,0
2117,BMAJ Mendis (SL),C,2010-2019,58,44,10,636,72,18.7,769,82.7,0,1,2
2118,BMAJ Mendis (SL),B,2011-2014,22,15,5,240,72,24,258,93.02,0,1,1
2119,BMAJ Mendis (SL),S,2010-2019,23,18,2,241,48,15.06,350,68.85,0,0,1
2120,BMAJ Mendis (SL),O,2010-2019,13,11,3,155,35*,19.37,161,96.27,0,0,0
2121,BMW Patterson (SCOT),H,1999-1999,1,1,0,0,0,0,2,0,0,0,1
2122,BMW Patterson (SCOT),N,1999-1999,2,2,0,10,10,5,41,24.39,0,0,1
2123,BMW Patterson (SCOT),C,1999-1999,3,3,0,10,10,3.33,43,23.25,0,0,2
2124,BMW Patterson (SCOT),S,1999-1999,2,2,0,10,10,5,41,24.39,0,0,1
2125,BMW Patterson (SCOT),O,1999-1999,1,1,0,0,0,0,2,0,0,0,1
2126,BN Cooper (NED),H,2018-2021,9,9,1,110,35,13.75,146,75.34,0,0,2
2127,BN Cooper (NED),A,2013-2013,2,1,0,74,74,74,59,125.42,0,1,0
2128,BN Cooper (NED),N,2014-2014,2,1,0,3,3,3,2,150,0,0,0
2129,BN Cooper (NED),C,2013-2021,13,11,1,187,74,18.7,207,90.33,0,1,2
2130,BN Cooper (NED),S,2014-2014,2,1,0,3,3,3,2,150,0,0,0
2131,BN Cooper (NED),O,2013-2021,11,10,1,184,74,20.44,205,89.75,0,1,2
2132,BN French (ENG),A,1985-1988,10,5,3,23,9*,11.5,42,54.76,0,0,1
2133,BN French (ENG),N,1985-1987,3,3,0,11,7,3.66,29,37.93,0,0,1
2134,BN French (ENG),C,1985-1988,13,8,3,34,9*,6.8,71,47.88,0,0,2
2135,BN French (ENG),B,1985-1985,1,-,-,-,-,-,-,-,-,-,-
2136,BN French (ENG),S,1987-1988,8,5,2,16,9*,5.33,35,45.71,0,0,2
2137,BN French (ENG),O,1985-1987,4,3,1,18,7*,9,36,50,0,0,0
2138,BN Schultz (SA),H,1992-1992,1,-,-,-,-,-,-,-,-,-,-
2139,BN Schultz (SA),C,1992-1992,1,-,-,-,-,-,-,-,-,-,-
2140,BN Schultz (SA),S,1992-1992,1,-,-,-,-,-,-,-,-,-,-
2141,BO van Rooi (NAM),N,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
2142,BO van Rooi (NAM),C,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
2143,BO van Rooi (NAM),S,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
2144,BOP Fernando (SL),A,2019-2021,8,8,0,148,49,18.5,230,64.34,0,0,1
2145,BOP Fernando (SL),C,2019-2021,8,8,0,148,49,18.5,230,64.34,0,0,1
2146,BOP Fernando (SL),S,2019-2021,6,6,0,145,49,24.16,213,68.07,0,0,1
2147,BOP Fernando (SL),O,2019-2021,2,2,0,3,2,1.5,17,17.64,0,0,0
2148,BP Bracewell (NZ),A,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
2149,BP Bracewell (NZ),C,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
2150,BP Bracewell (NZ),S,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
2151,BP Julian (AUS),H,1999-1999,11,8,0,89,25,11.12,114,78.07,0,0,2
2152,BP Julian (AUS),A,1993-1999,11,7,0,106,35,15.14,114,92.98,0,0,2
2153,BP Julian (AUS),N,1998-1999,3,2,0,29,20,14.5,22,131.81,0,0,0
2154,BP Julian (AUS),C,1993-1999,25,17,0,224,35,13.17,250,89.6,0,0,4
2155,BP Julian (AUS),B,1998-1998,1,1,0,20,20,20,16,125,0,0,0
2156,BP Julian (AUS),S,1993-1999,15,10,0,98,25,9.8,129,75.96,0,0,3
2157,BP Julian (AUS),O,1995-1999,9,6,0,106,35,17.66,105,100.95,0,0,1
2158,BP Kruger (NED),H,2010-2010,2,1,0,15,15,15,21,71.42,0,0,0
2159,BP Kruger (NED),A,2010-2011,2,2,0,17,9,8.5,29,58.62,0,0,0
2160,BP Kruger (NED),N,2010-2010,1,-,-,-,-,-,-,-,-,-,-
2161,BP Kruger (NED),C,2010-2011,5,3,0,32,15,10.66,50,64,0,0,0
2162,BP Kruger (NED),B,2011-2011,1,1,0,8,8,8,12,66.66,0,0,0
2163,BP Kruger (NED),O,2010-2010,4,2,0,24,15,12,38,63.15,0,0,0
2164,BP Loots (NED),H,2010-2010,2,1,0,1,1,1,6,16.66,0,0,0
2165,BP Loots (NED),A,2010-2010,1,1,1,9,9*,-,13,69.23,0,0,0
2166,BP Loots (NED),N,2011-2011,4,3,1,6,6,3,8,75,0,0,1
2167,BP Loots (NED),C,2010-2011,7,5,2,16,9*,5.33,27,59.25,0,0,1
2168,BP Loots (NED),B,2011-2011,4,3,1,6,6,3,8,75,0,0,1
2169,BP Loots (NED),O,2010-2010,3,2,1,10,9*,10,19,52.63,0,0,0
2170,BP Nash (WI),A,2008-2009,6,4,2,67,39*,33.5,65,103.07,0,0,0
2171,BP Nash (WI),N,2008-2008,3,3,1,37,27*,18.5,76,48.68,0,0,0
2172,BP Nash (WI),C,2008-2009,9,7,3,104,39*,26,141,73.75,0,0,0
2173,BP Nash (WI),S,2008-2009,4,3,1,28,15,14,37,75.67,0,0,0
2174,BP Nash (WI),O,2008-2008,5,4,2,76,39*,38,104,73.07,0,0,0
2175,BP Patel (IND),A,1974-1976,5,5,1,171,82,42.75,261,65.51,0,1,0
2176,BP Patel (IND),N,1975-1979,5,4,0,72,38,18,138,52.17,0,0,0
2177,BP Patel (IND),C,1974-1979,10,9,1,243,82,30.37,399,60.9,0,1,0
2178,BP Patel (IND),S,1974-1979,10,9,1,243,82,30.37,399,60.9,0,1,0
2179,BP Patterson (WI),H,1986-1992,12,1,1,1,1*,-,3,33.33,0,0,0
2180,BP Patterson (WI),A,1986-1993,27,10,7,22,13*,7.33,56,39.28,0,0,1
2181,BP Patterson (WI),N,1987-1993,20,9,7,21,8*,10.5,42,50,0,0,0
2182,BP Patterson (WI),C,1986-1993,59,20,15,44,13*,8.8,101,43.56,0,0,1
2183,BP Patterson (WI),B,1987-1988,9,3,3,20,13*,-,31,64.51,0,0,0
2184,BP Patterson (WI),S,1987-1993,21,10,7,15,8*,5,43,34.88,0,0,1
2185,BP Patterson (WI),O,1986-1992,29,7,5,9,3*,4.5,27,33.33,0,0,0
2186,BR Blair (NZ),H,1982-1986,6,6,0,86,29,14.33,161,53.41,0,0,0
2187,BR Blair (NZ),A,1986-1986,3,3,1,31,21,15.5,27,114.81,0,0,0
2188,BR Blair (NZ),N,1986-1986,5,5,1,57,29*,14.25,65,87.69,0,0,2
2189,BR Blair (NZ),C,1982-1986,14,14,2,174,29*,14.5,253,68.77,0,0,2
2190,BR Blair (NZ),B,1986-1986,1,1,0,0,0,0,1,0,0,0,1
2191,BR Blair (NZ),S,1982-1986,11,11,2,165,29*,18.33,246,67.07,0,0,0
2192,BR Blair (NZ),O,1986-1986,2,2,0,9,9,4.5,6,150,0,0,1
2193,BR Dorey (AUS),H,2006-2006,3,1,0,2,2,2,8,25,0,0,0
2194,BR Dorey (AUS),A,2006-2006,1,-,-,-,-,-,-,-,-,-,-
2195,BR Dorey (AUS),C,2006-2006,4,1,0,2,2,2,8,25,0,0,0
2196,BR Dorey (AUS),B,2006-2006,1,-,-,-,-,-,-,-,-,-,-
2197,BR Dorey (AUS),S,2006-2006,3,1,0,2,2,2,8,25,0,0,0
2198,BR Hartland (NZ),H,1994-1994,5,5,1,100,68*,25,204,49.01,0,1,1
2199,BR Hartland (NZ),A,1992-1994,4,4,0,81,54,20.25,178,45.5,0,1,0
2200,BR Hartland (NZ),N,1994-1994,7,7,0,130,44,18.57,241,53.94,0,0,0
2201,BR Hartland (NZ),C,1992-1994,16,16,1,311,68*,20.73,623,49.91,0,2,1
2202,BR Hartland (NZ),B,1992-1994,5,5,0,91,54,18.2,215,42.32,0,1,0
2203,BR Hartland (NZ),S,1994-1994,7,7,1,176,68*,29.33,322,54.65,0,1,1
2204,BR Hartland (NZ),O,1992-1994,4,4,0,44,23,11,86,51.16,0,0,0
2205,BR McDermott (AUS),A,2021-2022,5,5,0,223,104,44.6,278,80.21,1,1,1
2206,BR McDermott (AUS),C,2021-2022,5,5,0,223,104,44.6,278,80.21,1,1,1
2207,BR McDermott (AUS),O,2021-2022,5,5,0,223,104,44.6,278,80.21,1,1,1
2208,BR Taylor (NZ),A,1973-1973,2,1,0,22,22,22,42,52.38,0,0,0
2209,BR Taylor (NZ),C,1973-1973,2,1,0,22,22,22,42,52.38,0,0,0
2210,BR Taylor (NZ),S,1973-1973,2,1,0,22,22,22,42,52.38,0,0,0
2211,BRM Taylor (ZIM),H,2004-2021,94,93,11,3271,138,39.89,4343,75.31,5,20,6
